mode,agent,pursuer,dynamic,visibility_radius,size,density,n_runs,win_rate,avg_steps,std_steps,avg_time_ms,std_time_ms,avg_nodes_expanded,avg_cells_explored,avg_wall_shifts,avg_phase_switch_step
full,alpha_beta,random,False,,11,0.15,2,0,50,0.0,13.9492,2.5454,7560,,,
full,alpha_beta,random,False,,11,0.25,2,0.5,34.5,21.9203,8.067,3.8236,3506.5,,,
full,alpha_beta,random,False,,13,0.15,2,0,50,0.0,13.0115,0.7451,6992.5,,,
full,alpha_beta,random,False,,13,0.25,2,0,50,0.0,15.1116,2.6967,7884.5,,,
full,alpha_beta,random,True,,11,0.15,2,0.5,34.5,21.9203,9.3102,2.5184,5035,,,
full,alpha_beta,random,True,,11,0.25,2,0.5,34.5,21.9203,7.0271,2.9575,3334.5,,,
full,alpha_beta,random,True,,13,0.15,2,0,50,0.0,14.1676,0.5212,7248.5,,,
full,alpha_beta,random,True,,13,0.25,2,0,50,0.0,13.3385,4.9872,6554.5,,,
full,beam_search,astar,False,,11,0.15,2,0,7,2.8284,0.9607,0.1872,243,,,
full,beam_search,astar,False,,11,0.25,2,0,13.5,0.7071,1.3123,0.0441,372,,,
full,beam_search,astar,False,,13,0.15,2,0,7.5,0.7071,1.2767,0.18,360,,,
full,beam_search,astar,False,,13,0.25,2,0.5,15,11.3137,1.8314,1.1277,476.5,,,
full,beam_search,astar,True,,11,0.15,2,0,8.5,4.9497,1.2028,0.7922,318.5,,,
full,beam_search,astar,True,,11,0.25,2,0.5,16.5,3.5355,1.5934,0.3646,361.5,,,
full,beam_search,astar,True,,13,0.15,2,0,7.5,0.7071,1.275,0.1428,360,,,
full,beam_search,astar,True,,13,0.25,2,0.5,15,11.3137,1.9269,1.1966,477,,,
full,beam_search,beam,False,,11,0.15,2,0,8.5,4.9497,1.0257,0.5322,276,,,
full,beam_search,beam,False,,11,0.25,2,0,13.5,0.7071,1.4371,0.0354,372,,,
full,beam_search,beam,False,,13,0.15,2,0,7.5,0.7071,1.4768,0.5426,360,,,
full,beam_search,beam,False,,13,0.25,2,0.5,15,11.3137,1.8575,1.1617,476.5,,,
full,beam_search,beam,True,,11,0.15,2,0,10,7.0711,1.4565,1.1482,357,,,
full,beam_search,beam,True,,11,0.25,2,0.5,16.5,3.5355,1.4083,0.148,361.5,,,
full,beam_search,beam,True,,13,0.15,2,0,7.5,0.7071,1.2633,0.1638,360,,,
full,beam_search,beam,True,,13,0.25,2,0.5,15,11.3137,1.7835,0.9976,477,,,
full,beam_search,greedy,False,,11,0.15,2,0.5,12,9.8995,1.196,0.712,315.5,,,
full,beam_search,greedy,False,,11,0.25,2,0,13.5,0.7071,1.591,0.4693,372,,,
full,beam_search,greedy,False,,13,0.15,2,0.5,16,12.7279,1.8767,1.1033,553.5,,,
full,beam_search,greedy,False,,13,0.25,2,0.5,15,11.3137,1.672,0.7852,476.5,,,
full,beam_search,greedy,True,,11,0.15,2,0.5,14,12.7279,1.7753,1.6065,409,,,
full,beam_search,greedy,True,,11,0.25,2,0,14,0.0,1.2501,0.1241,341,,,
full,beam_search,greedy,True,,13,0.15,2,0.5,16,12.7279,2.1398,1.4301,553.5,,,
full,beam_search,greedy,True,,13,0.25,2,0.5,15,11.3137,1.7871,0.8533,477,,,
full,beam_search,random,False,,11,0.15,2,0.5,15,5.6569,1.4532,0.3591,388,,,
full,beam_search,random,False,,11,0.25,2,1,19,0.0,2.1865,0.7174,422,,,
full,beam_search,random,False,,13,0.15,2,1,24,1.4142,2.4699,0.2686,721.5,,,
full,beam_search,random,False,,13,0.25,2,0.5,17,8.4853,2.3258,0.2345,540.5,,,
full,beam_search,random,True,,11,0.15,2,0.5,12.5,9.1924,1.1914,0.6217,337,,,
full,beam_search,random,True,,11,0.25,2,1,19,0.0,1.6597,0.0513,419.5,,,
full,beam_search,random,True,,13,0.15,2,1,25,2.8284,3.2682,0.7967,738.5,,,
full,beam_search,random,True,,13,0.25,2,1,23,0.0,2.427,0.1094,637.5,,,
full,expectimax,astar,False,,11,0.15,2,0.5,20,1.4142,16.0038,2.6513,7590,,,
full,expectimax,astar,False,,11,0.25,2,0.5,18,1.4142,13.1273,2.3414,5923.5,,,
full,expectimax,astar,False,,13,0.15,2,0.5,22.5,12.0208,15.977,15.7631,7254,,,
full,expectimax,astar,False,,13,0.25,2,0.5,36.5,19.0919,19.2893,2.3199,8608.5,,,
full,expectimax,astar,True,,11,0.15,2,0.5,34.5,21.9203,29.0433,13.6839,12934,,,
full,expectimax,astar,True,,11,0.25,2,1,22.5,4.9497,16.021,1.4001,7389,,,
full,expectimax,astar,True,,13,0.15,2,0,50,0.0,48.7807,3.553,22203,,,
full,expectimax,astar,True,,13,0.25,2,0.5,36.5,19.0919,23.732,3.2909,10107.5,,,
full,expectimax,beam,False,,11,0.15,2,0.5,20,1.4142,16.6731,2.9807,7562.5,,,
full,expectimax,beam,False,,11,0.25,2,0.5,22.5,7.7782,16.1554,6.195,7145,,,
full,expectimax,beam,False,,13,0.15,2,0.5,22.5,12.0208,14.7519,14.278,7254,,,
full,expectimax,beam,False,,13,0.25,2,0.5,36.5,19.0919,19.4951,3.6391,8632.5,,,
full,expectimax,beam,True,,11,0.15,2,0.5,34.5,21.9203,30.3728,15.3847,13019,,,
full,expectimax,beam,True,,11,0.25,2,1,29,4.2426,21.0965,4.3725,9525,,,
full,expectimax,beam,True,,13,0.15,2,0,50,0.0,46.2646,2.7884,22203,,,
full,expectimax,beam,True,,13,0.25,2,0.5,36.5,19.0919,24.4235,5.2712,10220,,,
full,expectimax,greedy,False,,11,0.15,2,0.5,34.5,21.9203,21.7895,1.4178,9081.5,,,
full,expectimax,greedy,False,,11,0.25,2,0.5,39,15.5563,22.639,5.6751,10418,,,
full,expectimax,greedy,False,,13,0.15,2,0,32,25.4558,21.3251,22.5084,10525,,,
full,expectimax,greedy,False,,13,0.25,2,0.5,36.5,19.0919,19.1971,3.183,8829,,,
full,expectimax,greedy,True,,11,0.15,2,0.5,34.5,21.9203,21.7105,3.4079,9975,,,
full,expectimax,greedy,True,,11,0.25,2,1,29,4.2426,21.0671,3.6974,9384.5,,,
full,expectimax,greedy,True,,13,0.15,2,0,50,0.0,43.7835,2.2176,21004,,,
full,expectimax,greedy,True,,13,0.25,2,0.5,36.5,19.0919,22.1268,0.121,9828.5,,,
full,expectimax,random,False,,11,0.15,2,0,50,0.0,28.8657,2.2893,14141.5,,,
full,expectimax,random,False,,11,0.25,2,0.5,34.5,21.9203,18.4608,8.5616,7860.5,,,
full,expectimax,random,False,,13,0.15,2,0,50,0.0,22.67,4.1531,10870,,,
full,expectimax,random,False,,13,0.25,2,0,50,0.0,32.6423,8.5973,14297.5,,,
full,expectimax,random,True,,11,0.15,2,0.5,47,4.2426,33.4098,10.4671,14801,,,
full,expectimax,random,True,,11,0.25,2,0.5,34.5,21.9203,17.1116,7.0022,7469.5,,,
full,expectimax,random,True,,13,0.15,2,0,50,0.0,33.7584,4.5712,15650,,,
full,expectimax,random,True,,13,0.25,2,0,50,0.0,31.3429,7.7825,13402,,,
full,hill_climb,astar,False,,11,0.15,2,0,8.5,4.9497,0.1836,0.0264,46,,,
full,hill_climb,astar,False,,11,0.25,2,0,15,1.4142,0.7468,0.0658,148.5,,,
full,hill_climb,astar,False,,13,0.15,2,0,7.5,0.7071,0.5,0.0639,126,,,
full,hill_climb,astar,False,,13,0.25,2,0.5,15,11.3137,1.0215,0.1971,223.5,,,
full,hill_climb,astar,True,,11,0.15,2,0,11.5,9.1924,0.2188,0.0331,50.5,,,
full,hill_climb,astar,True,,11,0.25,2,0.5,17.5,2.1213,0.9806,0.6329,159,,,
full,hill_climb,astar,True,,13,0.15,2,0,7.5,0.7071,0.629,0.159,126,,,
full,hill_climb,astar,True,,13,0.25,2,0.5,15,11.3137,1.1591,0.508,223.5,,,
full,hill_climb,beam,False,,11,0.15,2,0,27.5,31.8198,0.2847,0.095,74.5,,,
full,hill_climb,beam,False,,11,0.25,2,0,15,1.4142,0.8329,0.089,148.5,,,
full,hill_climb,beam,False,,13,0.15,2,0,7.5,0.7071,0.5436,0.0357,126,,,
full,hill_climb,beam,False,,13,0.25,2,0.5,15,11.3137,0.9143,0.5132,223.5,,,
full,hill_climb,beam,True,,11,0.15,2,0,25.5,28.9914,0.3026,0.1602,71.5,,,
full,hill_climb,beam,True,,11,0.25,2,0.5,17.5,2.1213,0.7909,0.4233,159,,,
full,hill_climb,beam,True,,13,0.15,2,0,7.5,0.7071,0.6438,0.1811,126,,,
full,hill_climb,beam,True,,13,0.25,2,0.5,15,11.3137,0.9999,0.4745,223.5,,,
full,hill_climb,greedy,False,,11,0.15,2,0,27.5,31.8198,0.2577,0.0794,74.5,,,
full,hill_climb,greedy,False,,11,0.25,2,0,32,25.4558,0.6762,0.0383,174,,,
full,hill_climb,greedy,False,,13,0.15,2,0,28.5,30.4056,0.7663,0.4306,193.5,,,
full,hill_climb,greedy,False,,13,0.25,2,0.5,15,11.3137,0.9709,0.5652,223.5,,,
full,hill_climb,greedy,True,,11,0.15,2,0,24,26.8701,0.2844,0.1583,80.5,,,
full,hill_climb,greedy,True,,11,0.25,2,0,15,1.4142,0.6015,0.167,148.5,,,
full,hill_climb,greedy,True,,13,0.15,2,0,28.5,30.4056,0.8377,0.2169,193.5,,,
full,hill_climb,greedy,True,,13,0.25,2,0.5,15,11.3137,0.8986,0.375,223.5,,,
full,hill_climb,random,False,,11,0.15,2,0,50,0.0,0.4215,0.132,117,,,
full,hill_climb,random,False,,11,0.25,2,0.5,34.5,21.9203,0.7332,0.1273,184.5,,,
full,hill_climb,random,False,,13,0.15,2,0,50,0.0,1.0401,0.1085,256,,,
full,hill_climb,random,False,,13,0.25,2,0.5,17,8.4853,1.0729,0.0383,254.5,,,
full,hill_climb,random,True,,11,0.15,2,0.5,20.5,20.5061,0.4121,0.2898,103.5,,,
full,hill_climb,random,True,,11,0.25,2,0.5,34.5,21.9203,0.9032,0.2187,184.5,,,
full,hill_climb,random,True,,13,0.15,2,0,50,0.0,1.1,0.033,256,,,
full,hill_climb,random,True,,13,0.25,2,1,23,0.0,1.126,0.0243,300,,,
full,lrta,astar,False,,11,0.15,2,0,7.5,3.5355,0.0574,0.0361,0,,,
full,lrta,astar,False,,11,0.25,2,0,14.5,0.7071,0.075,0.0016,0,,,
full,lrta,astar,False,,13,0.15,2,0,7.5,0.7071,0.0493,0.005,0,,,
full,lrta,astar,False,,13,0.25,2,0.5,15,11.3137,0.081,0.0477,0,,,
full,lrta,astar,True,,11,0.15,2,0,9,5.6569,0.0514,0.0287,0,,,
full,lrta,astar,True,,11,0.25,2,0.5,17,2.8284,0.1333,0.0172,0,,,
full,lrta,astar,True,,13,0.15,2,0,7.5,0.7071,0.0524,0.0043,0,,,
full,lrta,astar,True,,13,0.25,2,0.5,15,11.3137,0.0887,0.0623,0,,,
full,lrta,beam,False,,11,0.15,2,0,9.5,6.364,0.0529,0.0319,0,,,
full,lrta,beam,False,,11,0.25,2,0,14.5,0.7071,0.0917,0.0209,0,,,
full,lrta,beam,False,,13,0.15,2,0,7.5,0.7071,0.0518,0.0006,0,,,
full,lrta,beam,False,,13,0.25,2,0.5,15,11.3137,0.0779,0.0502,0,,,
full,lrta,beam,True,,11,0.15,2,0,11.5,9.1924,0.0731,0.0573,0,,,
full,lrta,beam,True,,11,0.25,2,0.5,17,2.8284,0.1278,0.0221,0,,,
full,lrta,beam,True,,13,0.15,2,0,7.5,0.7071,0.0695,0.0259,0,,,
full,lrta,beam,True,,13,0.25,2,0.5,15,11.3137,0.1023,0.0798,0,,,
full,lrta,greedy,False,,11,0.15,2,0.5,13,11.3137,0.0616,0.0475,0,,,
full,lrta,greedy,False,,11,0.25,2,0,15,1.4142,0.0715,0.0044,0,,,
full,lrta,greedy,False,,13,0.15,2,0.5,17,14.1421,0.1323,0.1355,0,,,
full,lrta,greedy,False,,13,0.25,2,0.5,15,11.3137,0.0674,0.0421,0,,,
full,lrta,greedy,True,,11,0.15,2,0.5,15,14.1421,0.0788,0.0713,0,,,
full,lrta,greedy,True,,11,0.25,2,0,14.5,0.7071,0.0835,0.0177,0,,,
full,lrta,greedy,True,,13,0.15,2,0.5,19,16.9706,0.0944,0.0727,0,,,
full,lrta,greedy,True,,13,0.25,2,0.5,15,11.3137,0.0833,0.0572,0,,,
full,lrta,random,False,,11,0.15,2,0.5,19.5,7.7782,0.0917,0.0313,0,,,
full,lrta,random,False,,11,0.25,2,1,22,4.2426,0.12,0.0029,0,,,
full,lrta,random,False,,13,0.15,2,1,26,1.4142,0.1805,0.0743,0,,,
full,lrta,random,False,,13,0.25,2,0.5,17,8.4853,0.0857,0.0341,0,,,
full,lrta,random,True,,11,0.15,2,0,9,4.2426,0.0474,0.0159,0,,,
full,lrta,random,True,,11,0.25,2,1,22,4.2426,0.1199,0.0028,0,,,
full,lrta,random,True,,13,0.15,2,1,27,2.8284,0.1459,0.0152,0,,,
full,lrta,random,True,,13,0.25,2,1,23,0.0,0.1627,0.0614,0,,,
full,minimax,astar,False,,11,0.15,2,0.5,34.5,21.9203,21.5667,10.2349,12791.5,,,
full,minimax,astar,False,,11,0.25,2,0.5,21,7.0711,13.3562,7.3494,6181.5,,,
full,minimax,astar,False,,13,0.15,2,0.5,39.5,14.8492,24.7377,7.8061,15503.5,,,
full,minimax,astar,False,,13,0.25,2,0,35,21.2132,18.0346,8.15,8884,,,
full,minimax,astar,True,,11,0.15,2,1,27,11.3137,19.4504,3.1062,11250,,,
full,minimax,astar,True,,11,0.25,2,0.5,17.5,2.1213,8.5995,1.7505,5206.5,,,
full,minimax,astar,True,,13,0.15,2,0.5,39.5,14.8492,26.0919,6.608,15768,,,
full,minimax,astar,True,,13,0.25,2,0,35,21.2132,15.3637,2.8402,8722.5,,,
full,minimax,beam,False,,11,0.15,2,0.5,34.5,21.9203,20.4812,9.0165,12791.5,,,
full,minimax,beam,False,,11,0.25,2,0.5,21,7.0711,10.6231,3.4753,6181.5,,,
full,minimax,beam,False,,13,0.15,2,0.5,39.5,14.8492,25.5933,8.8169,15503.5,,,
full,minimax,beam,False,,13,0.25,2,0,35,21.2132,14.9033,4.8355,8884,,,
full,minimax,beam,True,,11,0.15,2,1,27,11.3137,20.7461,7.951,11250,,,
full,minimax,beam,True,,11,0.25,2,0.5,17.5,2.1213,8.9002,1.3103,5202,,,
full,minimax,beam,True,,13,0.15,2,0.5,39.5,14.8492,25.8485,4.2125,15768,,,
full,minimax,beam,True,,13,0.25,2,0,35,21.2132,14.8864,4.0658,8722.5,,,
full,minimax,greedy,False,,11,0.15,2,0.5,34.5,21.9203,15.8267,0.8041,9428,,,
full,minimax,greedy,False,,11,0.25,2,0.5,38,16.9706,18.63,3.387,9684.5,,,
full,minimax,greedy,False,,13,0.15,2,1,28,1.4142,18.8055,3.4694,10863,,,
full,minimax,greedy,False,,13,0.25,2,0,35,21.2132,15.3977,4.337,8884,,,
full,minimax,greedy,True,,11,0.15,2,0.5,34.5,21.9203,15.7525,2.3722,9827,,,
full,minimax,greedy,True,,11,0.25,2,0.5,21,7.0711,9.7187,3.2976,5758.5,,,
full,minimax,greedy,True,,13,0.15,2,1,28,1.4142,17.9444,4.0023,11272,,,
full,minimax,greedy,True,,13,0.25,2,0.5,39.5,14.8492,18.6908,0.0604,11013.5,,,
full,minimax,random,False,,11,0.15,2,0,50,0.0,23.4085,2.3055,14143,,,
full,minimax,random,False,,11,0.25,2,0.5,34.5,21.9203,14.1021,5.0462,7820,,,
full,minimax,random,False,,13,0.15,2,0,50,0.0,23.884,0.5869,13832.5,,,
full,minimax,random,False,,13,0.25,2,0,50,0.0,27.6595,4.6745,16216,,,
full,minimax,random,True,,11,0.15,2,0.5,34.5,21.9203,16.5404,3.982,10468,,,
full,minimax,random,True,,11,0.25,2,0.5,34.5,21.9203,12.919,5.2826,7435,,,
full,minimax,random,True,,13,0.15,2,0,50,0.0,27.2345,0.9699,16124.5,,,
full,minimax,random,True,,13,0.25,2,0,50,0.0,22.3285,5.4689,13336,,,
partial,exploration,astar,False,2,11,0.15,2,0.5,28.5,26.163,0.298,0.2175,,0.6198,0,47
partial,exploration,astar,False,2,11,0.25,2,0,4.5,0.7071,0.0643,0.0042,,0.1943,0,
partial,exploration,astar,False,2,13,0.15,2,0,10.5,2.1213,0.1285,0.0435,,0.1686,0,
partial,exploration,astar,False,2,13,0.25,2,0,15,0.0,0.1812,0.0182,,0.2899,0,
partial,exploration,astar,False,4,11,0.15,2,0.5,24.5,23.3345,0.3818,0.3022,,0.7397,0,39
partial,exploration,astar,False,4,11,0.25,2,0,4.5,0.7071,0.0912,0.0108,,0.3595,0,
partial,exploration,astar,False,4,13,0.15,2,0,7,1.4142,0.116,0.045,,0.355,0,
partial,exploration,astar,False,4,13,0.25,2,0,19,1.4142,0.2935,0.0752,,0.5858,0,
partial,exploration,astar,False,6,11,0.15,2,0.5,21,19.799,0.408,0.3269,,0.8347,0,31
partial,exploration,astar,False,6,11,0.25,2,0,4.5,0.7071,0.0598,0.0025,,0.5496,0,
partial,exploration,astar,False,6,13,0.15,2,0.5,18.5,17.6777,0.374,0.3222,,0.7367,0,27
partial,exploration,astar,False,6,13,0.25,2,0.5,17.5,10.6066,0.2986,0.0563,,0.6597,0,21
partial,exploration,astar,True,2,11,0.15,2,0.5,25.5,21.9203,0.2599,0.1592,,0.6157,4,41
partial,exploration,astar,True,2,11,0.25,2,0,4.5,0.7071,0.0815,0.0285,,0.1943,0.5,
partial,exploration,astar,True,2,13,0.15,2,0,8.5,0.7071,0.1291,0.0189,,0.1864,1,
partial,exploration,astar,True,2,13,0.25,2,0,17.5,3.5355,0.2201,0.0542,,0.3491,2.5,
partial,exploration,astar,True,4,11,0.15,2,0.5,26.5,26.163,0.4673,0.2673,,0.7397,4,41
partial,exploration,astar,True,4,11,0.25,2,0,4.5,0.7071,0.0866,0.0074,,0.3595,0.5,
partial,exploration,astar,True,4,13,0.15,2,0,7,1.4142,0.121,0.0474,,0.355,1,
partial,exploration,astar,True,4,13,0.25,2,0,20.5,3.5355,0.3229,0.0075,,0.6183,3.5,
partial,exploration,astar,True,6,11,0.15,2,0.5,21,19.799,0.4451,0.388,,0.8347,3.5,31
partial,exploration,astar,True,6,11,0.25,2,0,4.5,0.7071,0.0689,0.0023,,0.5496,0.5,
partial,exploration,astar,True,6,13,0.15,2,0,13.5,10.6066,0.3833,0.0731,,0.6835,2,
partial,exploration,astar,True,6,13,0.25,2,0.5,17.5,10.6066,0.371,0.0605,,0.6597,2.5,21
partial,exploration,beam,False,2,11,0.15,2,0.5,28.5,26.163,0.3225,0.2442,,0.6198,0,47
partial,exploration,beam,False,2,11,0.25,2,0,4.5,0.7071,0.0688,0.0129,,0.1943,0,
partial,exploration,beam,False,2,13,0.15,2,0,10.5,2.1213,0.1303,0.0421,,0.1686,0,
partial,exploration,beam,False,2,13,0.25,2,0,15,0.0,0.172,0.0167,,0.2899,0,
partial,exploration,beam,False,4,11,0.15,2,0.5,24.5,23.3345,0.3642,0.2728,,0.7397,0,39
partial,exploration,beam,False,4,11,0.25,2,0,4.5,0.7071,0.0881,0.0065,,0.3595,0,
partial,exploration,beam,False,4,13,0.15,2,0,7,1.4142,0.1178,0.0481,,0.355,0,
partial,exploration,beam,False,4,13,0.25,2,0,19,1.4142,0.2898,0.0117,,0.5858,0,
partial,exploration,beam,False,6,11,0.15,2,0.5,21,19.799,0.3974,0.3422,,0.8347,0,31
partial,exploration,beam,False,6,11,0.25,2,0,4.5,0.7071,0.0606,0.0025,,0.5496,0,
partial,exploration,beam,False,6,13,0.15,2,0.5,18.5,17.6777,0.3973,0.3677,,0.7367,0,27
partial,exploration,beam,False,6,13,0.25,2,0.5,17.5,10.6066,0.2541,0.0816,,0.6597,0,21
partial,exploration,beam,True,2,11,0.15,2,0.5,25.5,21.9203,0.3161,0.0998,,0.6157,4,41
partial,exploration,beam,True,2,11,0.25,2,0,4.5,0.7071,0.0673,0.0083,,0.1943,0.5,
partial,exploration,beam,True,2,13,0.15,2,0,8.5,0.7071,0.1389,0.0237,,0.1864,1,
partial,exploration,beam,True,2,13,0.25,2,0,19.5,0.7071,0.2604,0.0457,,0.3609,3,
partial,exploration,beam,True,4,11,0.15,2,0.5,26.5,26.163,0.4765,0.294,,0.7397,4,41
partial,exploration,beam,True,4,11,0.25,2,0,4.5,0.7071,0.0896,0.0047,,0.3595,0.5,
partial,exploration,beam,True,4,13,0.15,2,0,7,1.4142,0.1503,0.0046,,0.355,1,
partial,exploration,beam,True,4,13,0.25,2,0.5,26,4.2426,0.3519,0.0424,,0.7012,4.5,27
partial,exploration,beam,True,6,11,0.15,2,0.5,21,19.799,0.5491,0.5236,,0.8347,3.5,31
partial,exploration,beam,True,6,11,0.25,2,0,4.5,0.7071,0.0669,0.008,,0.5496,0.5,
partial,exploration,beam,True,6,13,0.15,2,0,13.5,10.6066,0.3632,0.0994,,0.6835,2,
partial,exploration,beam,True,6,13,0.25,2,0.5,17.5,10.6066,0.3033,0.098,,0.6597,2.5,21
partial,exploration,greedy,False,2,11,0.15,2,0.5,40,9.8995,0.4205,0.0769,,0.8264,0,47
partial,exploration,greedy,False,2,11,0.25,2,0,4.5,0.7071,0.0611,0.0011,,0.1943,0,
partial,exploration,greedy,False,2,13,0.15,2,0,12,4.2426,0.1333,0.0558,,0.1982,0,
partial,exploration,greedy,False,2,13,0.25,2,0,23.5,3.5355,0.2641,0.0278,,0.3639,0,
partial,exploration,greedy,False,4,11,0.15,2,1,36,7.0711,0.614,0.2122,,1.0,0,34
partial,exploration,greedy,False,4,11,0.25,2,0,4.5,0.7071,0.0865,0.0059,,0.3595,0,
partial,exploration,greedy,False,4,13,0.15,2,0,7,1.4142,0.1212,0.0567,,0.355,0,
partial,exploration,greedy,False,4,13,0.25,2,0.5,27,11.3137,0.3262,0.1275,,0.6894,0,33
partial,exploration,greedy,False,6,11,0.15,2,0.5,22.5,17.6777,0.3921,0.3346,,0.8884,0,31
partial,exploration,greedy,False,6,11,0.25,2,0,4.5,0.7071,0.0586,0.0023,,0.5496,0,
partial,exploration,greedy,False,6,13,0.15,2,0.5,18.5,17.6777,0.4598,0.4573,,0.7367,0,27
partial,exploration,greedy,False,6,13,0.25,2,0,13,4.2426,0.2301,0.0427,,0.6006,0,
partial,exploration,greedy,True,2,11,0.15,2,0.5,36,7.0711,0.4292,0.1015,,0.814,6,41
partial,exploration,greedy,True,2,11,0.25,2,0,4.5,0.7071,0.0647,0.0082,,0.1943,0.5,
partial,exploration,greedy,True,2,13,0.15,2,0,8.5,0.7071,0.137,0.0055,,0.1864,1,
partial,exploration,greedy,True,2,13,0.25,2,0.5,28.5,12.0208,0.2988,0.1153,,0.5118,4.5,37
partial,exploration,greedy,True,4,11,0.15,2,1,38,9.8995,0.5186,0.1397,,1.0,6,35
partial,exploration,greedy,True,4,11,0.25,2,0,4.5,0.7071,0.0859,0.0077,,0.3595,0.5,
partial,exploration,greedy,True,4,13,0.15,2,0,7,1.4142,0.1292,0.0311,,0.355,1,
partial,exploration,greedy,True,4,13,0.25,2,0,28.5,13.435,0.3657,0.1409,,0.7515,4.5,
partial,exploration,greedy,True,6,11,0.15,2,0.5,22.5,17.6777,0.4285,0.3082,,0.8884,3.5,31
partial,exploration,greedy,True,6,11,0.25,2,0,4.5,0.7071,0.0776,0.0088,,0.5496,0.5,
partial,exploration,greedy,True,6,13,0.15,2,0,13.5,10.6066,0.3049,0.1631,,0.6835,2,
partial,exploration,greedy,True,6,13,0.25,2,0,12,2.8284,0.2427,0.0672,,0.6006,1.5,
partial,exploration,random,False,2,11,0.15,2,1,54,9.8995,0.7063,0.0543,,0.971,0,54
partial,exploration,random,False,2,11,0.25,2,0,7.5,2.1213,0.09,0.0193,,0.2809,0,
partial,exploration,random,False,2,13,0.15,2,0,21.5,6.364,0.2826,0.0132,,0.3876,0,
partial,exploration,random,False,2,13,0.25,2,0.5,48.5,31.8198,0.5071,0.2822,,0.6835,0,71
partial,exploration,random,False,4,11,0.15,2,1,36,7.0711,0.5402,0.1594,,1.0,0,34
partial,exploration,random,False,4,11,0.25,2,0,7.5,2.1213,0.1228,0.0532,,0.4629,0,
partial,exploration,random,False,4,13,0.15,2,0.5,31,22.6274,0.4201,0.2529,,0.7899,0,45
partial,exploration,random,False,4,13,0.25,2,0.5,37.5,3.5355,0.47,0.0697,,0.8787,0,33
partial,exploration,random,False,6,11,0.15,2,0.5,22,18.3848,0.4397,0.3985,,0.876,0,31
partial,exploration,random,False,6,11,0.25,2,0,7.5,2.1213,0.1616,0.018,,0.6446,0,
partial,exploration,random,False,6,13,0.15,2,1,27,5.6569,0.4137,0.1799,,0.9053,0,23
partial,exploration,random,False,6,13,0.25,2,1,36,15.5563,0.5051,0.3159,,0.9201,0,32
partial,exploration,random,True,2,11,0.15,2,0.5,29,16.9706,0.3621,0.2048,,0.6901,5,41
partial,exploration,random,True,2,11,0.25,2,1,51,16.9706,0.516,0.1399,,0.9628,8,51
partial,exploration,random,True,2,13,0.15,2,0,12,0.0,0.1646,0.0028,,0.2574,2,
