mode,agent,pursuer,dynamic,visibility_radius,size,density,n_runs,win_rate,avg_steps,std_steps,avg_time_ms,std_time_ms,avg_nodes_expanded,avg_cells_explored,avg_wall_shifts,avg_phase_switch_step
full,alpha_beta,greedy,True,,11,0.15,2,0.5,34.5,21.9203,8.1454,1.4733,4376.5,,,
full,alpha_beta,greedy,True,,11,0.25,2,0.5,21,7.0711,4.8471,1.5042,2727,,,
full,alpha_beta,greedy,True,,13,0.15,2,1,28,1.4142,9.6606,1.145,5095,,,
full,alpha_beta,greedy,True,,13,0.25,2,0.5,39.5,14.8492,10.4391,1.2367,5167,,,
full,alpha_beta,random,False,,11,0.15,2,0,50,0.0,13.5405,1.0681,7560,,,
full,alpha_beta,random,False,,11,0.25,2,0.5,34.5,21.9203,6.9052,3.6934,3506.5,,,
full,alpha_beta,random,False,,13,0.15,2,0,50,0.0,12.6596,1.2567,6992.5,,,
full,alpha_beta,random,False,,13,0.25,2,0,50,0.0,16.2841,6.6801,7884.5,,,
full,alpha_beta,random,True,,11,0.15,2,0.5,34.5,21.9203,8.6461,3.1377,5035,,,
full,alpha_beta,random,True,,11,0.25,2,0.5,34.5,21.9203,6.1729,2.0761,3334.5,,,
full,alpha_beta,random,True,,13,0.15,2,0,50,0.0,14.428,0.7104,7248.5,,,
full,alpha_beta,random,True,,13,0.25,2,0,50,0.0,13.8555,2.7943,6554.5,,,
full,beam_search,astar,False,,11,0.15,2,0,7,2.8284,0.8638,0.3175,243,,,
full,beam_search,astar,False,,11,0.25,2,0,13.5,0.7071,1.3028,0.0908,372,,,
full,beam_search,astar,False,,13,0.15,2,0,7.5,0.7071,1.6677,0.3376,360,,,
full,beam_search,astar,False,,13,0.25,2,0.5,15,11.3137,1.8374,0.8482,476.5,,,
full,beam_search,astar,True,,11,0.15,2,0,8.5,4.9497,1.5137,1.2225,318.5,,,
full,beam_search,astar,True,,11,0.25,2,0.5,16.5,3.5355,1.3448,0.0682,361.5,,,
full,beam_search,astar,True,,13,0.15,2,0,7.5,0.7071,1.304,0.2348,360,,,
full,beam_search,astar,True,,13,0.25,2,0.5,15,11.3137,1.8548,0.9284,477,,,
full,beam_search,beam,False,,11,0.15,2,0,8.5,4.9497,0.9679,0.4918,276,,,
full,beam_search,beam,False,,11,0.25,2,0,13.5,0.7071,1.322,0.0079,372,,,
full,beam_search,beam,False,,13,0.15,2,0,7.5,0.7071,1.5212,0.1121,360,,,
full,beam_search,beam,False,,13,0.25,2,0.5,15,11.3137,1.948,1.0189,476.5,,,
full,beam_search,beam,True,,11,0.15,2,0,10,7.0711,1.3355,0.9189,357,,,
full,beam_search,beam,True,,11,0.25,2,0.5,16.5,3.5355,1.3186,0.1077,361.5,,,
full,beam_search,beam,True,,13,0.15,2,0,7.5,0.7071,1.2578,0.1746,360,,,
full,beam_search,beam,True,,13,0.25,2,0.5,15,11.3137,1.833,0.8984,477,,,
full,beam_search,greedy,False,,11,0.15,2,0.5,12,9.8995,1.1422,0.7361,315.5,,,
full,beam_search,greedy,False,,11,0.25,2,0,13.5,0.7071,1.2464,0.0448,372,,,
full,beam_search,greedy,False,,13,0.15,2,0.5,16,12.7279,2.1233,1.403,553.5,,,
full,beam_search,greedy,False,,13,0.25,2,0.5,15,11.3137,1.8024,0.8244,476.5,,,
full,beam_search,greedy,True,,11,0.15,2,0.5,14,12.7279,1.4662,1.1515,409,,,
full,beam_search,greedy,True,,11,0.25,2,0,14,0.0,1.1749,0.0651,341,,,
full,beam_search,greedy,True,,13,0.15,2,0.5,16,12.7279,1.8679,1.1016,553.5,,,
full,beam_search,greedy,True,,13,0.25,2,0.5,15,11.3137,1.7847,0.8642,477,,,
full,beam_search,random,False,,11,0.15,2,0.5,15,5.6569,1.351,0.1455,388,,,
full,beam_search,random,False,,11,0.25,2,1,19,0.0,1.4879,0.2017,422,,,
full,beam_search,random,False,,13,0.15,2,1,24,1.4142,2.7892,0.6966,721.5,,,
full,beam_search,random,False,,13,0.25,2,0.5,17,8.4853,2.0069,0.3893,540.5,,,
full,beam_search,random,True,,11,0.15,2,0.5,12.5,9.1924,1.2171,0.5847,337,,,
full,beam_search,random,True,,11,0.25,2,1,19,0.0,1.52,0.0531,419.5,,,
full,beam_search,random,True,,13,0.15,2,1,25,2.8284,3.1207,0.7816,738.5,,,
full,beam_search,random,True,,13,0.25,2,1,23,0.0,2.4084,0.0263,637.5,,,
full,expectimax,astar,False,,11,0.15,2,0.5,20,1.4142,16.7332,2.9621,7590,,,
full,expectimax,astar,False,,11,0.25,2,0.5,18,1.4142,13.0044,3.1285,5923.5,,,
full,expectimax,astar,False,,13,0.15,2,0.5,22.5,12.0208,14.9151,14.0345,7254,,,
full,expectimax,astar,False,,13,0.25,2,0.5,36.5,19.0919,21.9986,5.4797,8608.5,,,
full,expectimax,astar,True,,11,0.15,2,0.5,34.5,21.9203,26.1944,11.2808,12934,,,
full,expectimax,astar,True,,11,0.25,2,1,22.5,4.9497,15.3343,2.671,7389,,,
full,expectimax,astar,True,,13,0.15,2,0,50,0.0,45.1161,3.5687,22203,,,
full,expectimax,astar,True,,13,0.25,2,0.5,36.5,19.0919,25.4175,1.2314,10107.5,,,
full,expectimax,beam,False,,11,0.15,2,0.5,20,1.4142,15.9713,2.6768,7562.5,,,
full,expectimax,beam,False,,11,0.25,2,0.5,22.5,7.7782,14.6833,4.8807,7145,,,
full,expectimax,beam,False,,13,0.15,2,0.5,22.5,12.0208,15.7096,14.9141,7254,,,
full,expectimax,beam,False,,13,0.25,2,0.5,36.5,19.0919,19.7273,4.3422,8632.5,,,
full,expectimax,beam,True,,11,0.15,2,0.5,34.5,21.9203,26.3958,10.4346,13019,,,
full,expectimax,beam,True,,11,0.25,2,1,29,4.2426,20.1044,3.042,9525,,,
full,expectimax,beam,True,,13,0.15,2,0,50,0.0,45.8829,1.5286,22203,,,
full,expectimax,beam,True,,13,0.25,2,0.5,36.5,19.0919,24.1084,0.3454,10220,,,
full,expectimax,greedy,False,,11,0.15,2,0.5,34.5,21.9203,18.8351,2.4011,9081.5,,,
full,expectimax,greedy,False,,11,0.25,2,0.5,39,15.5563,21.9076,5.6332,10418,,,
full,expectimax,greedy,False,,13,0.15,2,0,32,25.4558,24.0414,24.261,10525,,,
full,expectimax,greedy,False,,13,0.25,2,0.5,36.5,19.0919,20.3072,5.2031,8829,,,
full,expectimax,greedy,True,,11,0.15,2,0.5,34.5,21.9203,21.14,2.6497,9975,,,
full,expectimax,greedy,True,,11,0.25,2,1,29,4.2426,19.7854,2.9623,9384.5,,,
full,expectimax,greedy,True,,13,0.15,2,0,50,0.0,43.7231,0.5498,21004,,,
full,expectimax,greedy,True,,13,0.25,2,0.5,36.5,19.0919,24.0971,0.5798,9828.5,,,
full,expectimax,random,False,,11,0.15,2,0,50,0.0,29.3332,1.2065,14141.5,,,
full,expectimax,random,False,,11,0.25,2,0.5,34.5,21.9203,16.6476,8.8031,7860.5,,,
full,expectimax,random,False,,13,0.15,2,0,50,0.0,23.2619,3.4256,10870,,,
full,expectimax,random,False,,13,0.25,2,0,50,0.0,31.4689,13.3338,14297.5,,,
full,expectimax,random,True,,11,0.15,2,0.5,47,4.2426,31.0082,6.2364,14801,,,
full,expectimax,random,True,,11,0.25,2,0.5,34.5,21.9203,16.3572,6.8662,7469.5,,,
full,expectimax,random,True,,13,0.15,2,0,50,0.0,33.1684,6.2129,15650,,,
full,expectimax,random,True,,13,0.25,2,0,50,0.0,32.2008,11.3216,13402,,,
full,hill_climb,astar,False,,11,0.15,2,0,8.5,4.9497,0.174,0.0008,46,,,
full,hill_climb,astar,False,,11,0.25,2,0,15,1.4142,0.9175,0.6355,148.5,,,
full,hill_climb,astar,False,,13,0.15,2,0,7.5,0.7071,0.488,0.0892,126,,,
full,hill_climb,astar,False,,13,0.25,2,0.5,15,11.3137,1.012,0.4849,223.5,,,
full,hill_climb,astar,True,,11,0.15,2,0,11.5,9.1924,0.2129,0.0095,50.5,,,
full,hill_climb,astar,True,,11,0.25,2,0.5,17.5,2.1213,0.6677,0.3656,159,,,
full,hill_climb,astar,True,,13,0.15,2,0,7.5,0.7071,0.5589,0.1111,126,,,
full,hill_climb,astar,True,,13,0.25,2,0.5,15,11.3137,0.979,0.4643,223.5,,,
full,hill_climb,beam,False,,11,0.15,2,0,27.5,31.8198,0.2792,0.1497,74.5,,,
full,hill_climb,beam,False,,11,0.25,2,0,15,1.4142,0.6615,0.2162,148.5,,,
full,hill_climb,beam,False,,13,0.15,2,0,7.5,0.7071,0.4816,0.0813,126,,,
full,hill_climb,beam,False,,13,0.25,2,0.5,15,11.3137,0.9783,0.4195,223.5,,,
full,hill_climb,beam,True,,11,0.15,2,0,25.5,28.9914,0.2707,0.1184,71.5,,,
full,hill_climb,beam,True,,11,0.25,2,0.5,17.5,2.1213,0.6489,0.2874,159,,,
full,hill_climb,beam,True,,13,0.15,2,0,7.5,0.7071,0.6264,0.1491,126,,,
full,hill_climb,beam,True,,13,0.25,2,0.5,15,11.3137,1.3626,0.9945,223.5,,,
full,hill_climb,greedy,False,,11,0.15,2,0,27.5,31.8198,0.2505,0.1135,74.5,,,
full,hill_climb,greedy,False,,11,0.25,2,0,32,25.4558,0.6212,0.1326,174,,,
full,hill_climb,greedy,False,,13,0.15,2,0,28.5,30.4056,0.7189,0.4175,193.5,,,
full,hill_climb,greedy,False,,13,0.25,2,0.5,15,11.3137,0.9999,0.4566,223.5,,,
full,hill_climb,greedy,True,,11,0.15,2,0,24,26.8701,0.272,0.1386,80.5,,,
full,hill_climb,greedy,True,,11,0.25,2,0,15,1.4142,0.535,0.2015,148.5,,,
full,hill_climb,greedy,True,,13,0.15,2,0,28.5,30.4056,0.7391,0.3908,193.5,,,
full,hill_climb,greedy,True,,13,0.25,2,0.5,15,11.3137,1.1401,0.7166,223.5,,,
full,hill_climb,random,False,,11,0.15,2,0,50,0.0,0.3732,0.0638,117,,,
full,hill_climb,random,False,,11,0.25,2,0.5,34.5,21.9203,0.6689,0.1787,184.5,,,
full,hill_climb,random,False,,13,0.15,2,0,50,0.0,0.9333,0.1047,256,,,
full,hill_climb,random,False,,13,0.25,2,0.5,17,8.4853,1.0613,0.1789,254.5,,,
full,hill_climb,random,True,,11,0.15,2,0.5,20.5,20.5061,0.377,0.2318,103.5,,,
full,hill_climb,random,True,,11,0.25,2,0.5,34.5,21.9203,0.7329,0.0479,184.5,,,
full,hill_climb,random,True,,13,0.15,2,0,50,0.0,0.9555,0.0668,256,,,
full,hill_climb,random,True,,13,0.25,2,1,23,0.0,1.2557,0.024,300,,,
full,lrta,astar,False,,11,0.15,2,0,7.5,3.5355,0.042,0.0182,0,,,
full,lrta,astar,False,,11,0.25,2,0,14.5,0.7071,0.0786,0.0001,0,,,
full,lrta,astar,False,,13,0.15,2,0,7.5,0.7071,0.0435,0.0044,0,,,
full,lrta,astar,False,,13,0.25,2,0.5,15,11.3137,0.0861,0.0525,0,,,
full,lrta,astar,True,,11,0.15,2,0,9,5.6569,0.0491,0.0325,0,,,
full,lrta,astar,True,,11,0.25,2,0.5,17,2.8284,0.0998,0.0093,0,,,
full,lrta,astar,True,,13,0.15,2,0,7.5,0.7071,0.0465,0.0025,0,,,
full,lrta,astar,True,,13,0.25,2,0.5,15,11.3137,0.0903,0.0634,0,,,
full,lrta,beam,False,,11,0.15,2,0,9.5,6.364,0.0611,0.0182,0,,,
full,lrta,beam,False,,11,0.25,2,0,14.5,0.7071,0.0788,0.0012,0,,,
full,lrta,beam,False,,13,0.15,2,0,7.5,0.7071,0.0413,0.0,0,,,
full,lrta,beam,False,,13,0.25,2,0.5,15,11.3137,0.095,0.0618,0,,,
full,lrta,beam,True,,11,0.15,2,0,11.5,9.1924,0.0638,0.0532,0,,,
full,lrta,beam,True,,11,0.25,2,0.5,17,2.8284,0.1018,0.0163,0,,,
full,lrta,beam,True,,13,0.15,2,0,7.5,0.7071,0.0478,0.003,0,,,
full,lrta,beam,True,,13,0.25,2,0.5,15,11.3137,0.0969,0.0644,0,,,
full,lrta,greedy,False,,11,0.15,2,0.5,13,11.3137,0.072,0.0274,0,,,
full,lrta,greedy,False,,11,0.25,2,0,15,1.4142,0.0667,0.0031,0,,,
full,lrta,greedy,False,,13,0.15,2,0.5,17,14.1421,0.0798,0.0621,0,,,
full,lrta,greedy,False,,13,0.25,2,0.5,15,11.3137,0.0762,0.0443,0,,,
full,lrta,greedy,True,,11,0.15,2,0.5,15,14.1421,0.0736,0.0726,0,,,
full,lrta,greedy,True,,11,0.25,2,0,14.5,0.7071,0.0728,0.0074,0,,,
full,lrta,greedy,True,,13,0.15,2,0.5,19,16.9706,0.0896,0.0716,0,,,
full,lrta,greedy,True,,13,0.25,2,0.5,15,11.3137,0.0798,0.0496,0,,,
full,lrta,random,False,,11,0.15,2,0.5,19.5,7.7782,0.1089,0.0622,0,,,
full,lrta,random,False,,11,0.25,2,1,22,4.2426,0.1015,0.0168,0,,,
full,lrta,random,False,,13,0.15,2,1,26,1.4142,0.1145,0.0045,0,,,
full,lrta,random,False,,13,0.25,2,0.5,17,8.4853,0.0885,0.0296,0,,,
full,lrta,random,True,,11,0.15,2,0,9,4.2426,0.0491,0.022,0,,,
full,lrta,random,True,,11,0.25,2,1,22,4.2426,0.1155,0.0256,0,,,
full,lrta,random,True,,13,0.15,2,1,27,2.8284,0.1369,0.0238,0,,,
full,lrta,random,True,,13,0.25,2,1,23,0.0,0.1264,0.0017,0,,,
full,minimax,astar,False,,11,0.15,2,0.5,34.5,21.9203,19.4368,8.1971,12791.5,,,
full,minimax,astar,False,,11,0.25,2,0.5,21,7.0711,10.2908,2.3075,6181.5,,,
full,minimax,astar,False,,13,0.15,2,0.5,39.5,14.8492,23.9747,6.8994,15503.5,,,
full,minimax,astar,False,,13,0.25,2,0,35,21.2132,15.1505,2.4428,8884,,,
full,minimax,astar,True,,11,0.15,2,1,27,11.3137,17.8957,4.7003,11250,,,
full,minimax,astar,True,,11,0.25,2,0.5,17.5,2.1213,8.3842,0.8778,5206.5,,,
full,minimax,astar,True,,13,0.15,2,0.5,39.5,14.8492,24.7139,5.2065,15768,,,
full,minimax,astar,True,,13,0.25,2,0,35,21.2132,15.2782,3.8615,8722.5,,,
full,minimax,beam,False,,11,0.15,2,0.5,34.5,21.9203,19.6629,8.708,12791.5,,,
full,minimax,beam,False,,11,0.25,2,0.5,21,7.0711,9.924,2.6052,6181.5,,,
full,minimax,beam,False,,13,0.15,2,0.5,39.5,14.8492,24.7043,5.6866,15503.5,,,
full,minimax,beam,False,,13,0.25,2,0,35,21.2132,15.3121,4.3272,8884,,,
full,minimax,beam,True,,11,0.15,2,1,27,11.3137,17.7985,4.8415,11250,,,
full,minimax,beam,True,,11,0.25,2,0.5,17.5,2.1213,8.527,1.5848,5202,,,
full,minimax,beam,True,,13,0.15,2,0.5,39.5,14.8492,26.4657,5.3108,15768,,,
full,minimax,beam,True,,13,0.25,2,0,35,21.2132,15.91,4.8071,8722.5,,,
full,minimax,greedy,False,,11,0.15,2,0.5,34.5,21.9203,14.708,0.8242,9428,,,
full,minimax,greedy,False,,11,0.25,2,0.5,38,16.9706,15.5063,5.4734,9684.5,,,
full,minimax,greedy,False,,13,0.15,2,1,28,1.4142,17.1689,2.0396,10863,,,
full,minimax,greedy,False,,13,0.25,2,0,35,21.2132,15.0755,4.0139,8884,,,
full,minimax,greedy,True,,11,0.15,2,0.5,34.5,21.9203,15.3826,2.3369,9827,,,
full,minimax,greedy,True,,11,0.25,2,0.5,21,7.0711,9.6367,2.8477,5758.5,,,
full,minimax,greedy,True,,13,0.15,2,1,28,1.4142,17.9481,2.7179,11272,,,
full,minimax,greedy,True,,13,0.25,2,0.5,39.5,14.8492,20.8495,4.2788,11013.5,,,
full,minimax,random,False,,11,0.15,2,0,50,0.0,21.8998,2.2497,14143,,,
full,minimax,random,False,,11,0.25,2,0.5,34.5,21.9203,12.3539,6.3344,7820,,,
full,minimax,random,False,,13,0.15,2,0,50,0.0,22.0652,1.8203,13832.5,,,
full,minimax,random,False,,13,0.25,2,0,50,0.0,27.715,6.313,16216,,,
full,minimax,random,True,,11,0.15,2,0.5,34.5,21.9203,16.7079,4.4144,10468,,,
full,minimax,random,True,,11,0.25,2,0.5,34.5,21.9203,11.9689,5.7651,7435,,,
full,minimax,random,True,,13,0.15,2,0,50,0.0,26.8886,3.6404,16124.5,,,
full,minimax,random,True,,13,0.25,2,0,50,0.0,23.9316,8.3889,13336,,,
partial,exploration,astar,False,2,11,0.15,2,0.5,28.5,26.163,0.3083,0.2092,,0.6198,0,47
partial,exploration,astar,False,2,11,0.25,2,0,4.5,0.7071,0.0659,0.0051,,0.1943,0,
partial,exploration,astar,False,2,13,0.15,2,0,10.5,2.1213,0.1469,0.0408,,0.1686,0,
partial,exploration,astar,False,2,13,0.25,2,0,15,0.0,0.174,0.0006,,0.2899,0,
partial,exploration,astar,False,4,11,0.15,2,0.5,24.5,23.3345,0.3436,0.2446,,0.7397,0,39
partial,exploration,astar,False,4,11,0.25,2,0,4.5,0.7071,0.0949,0.0127,,0.3595,0,
partial,exploration,astar,False,4,13,0.15,2,0,7,1.4142,0.1993,0.0914,,0.355,0,
partial,exploration,astar,False,4,13,0.25,2,0,19,1.4142,0.2805,0.0126,,0.5858,0,
partial,exploration,astar,False,6,11,0.15,2,0.5,21,19.799,0.4022,0.3153,,0.8347,0,31
partial,exploration,astar,False,6,11,0.25,2,0,4.5,0.7071,0.0691,0.0103,,0.5496,0,
partial,exploration,astar,False,6,13,0.15,2,0.5,18.5,17.6777,0.3832,0.2939,,0.7367,0,27
partial,exploration,astar,False,6,13,0.25,2,0.5,17.5,10.6066,0.2459,0.0709,,0.6597,0,21
partial,exploration,astar,True,2,11,0.15,2,0.5,25.5,21.9203,0.2712,0.1531,,0.6157,4,41
partial,exploration,astar,True,2,11,0.25,2,0,4.5,0.7071,0.067,0.0063,,0.1943,0.5,
partial,exploration,astar,True,2,13,0.15,2,0,8.5,0.7071,0.1293,0.0148,,0.1864,1,
partial,exploration,astar,True,2,13,0.25,2,0,17.5,3.5355,0.2099,0.0531,,0.3491,2.5,
partial,exploration,astar,True,4,11,0.15,2,0.5,26.5,26.163,0.6222,0.6648,,0.7397,4,41
partial,exploration,astar,True,4,11,0.25,2,0,4.5,0.7071,0.0944,0.0057,,0.3595,0.5,
partial,exploration,astar,True,4,13,0.15,2,0,7,1.4142,0.1343,0.0524,,0.355,1,
partial,exploration,astar,True,4,13,0.25,2,0,20.5,3.5355,0.297,0.031,,0.6183,3.5,
partial,exploration,astar,True,6,11,0.15,2,0.5,21,19.799,0.4364,0.4077,,0.8347,3.5,31
partial,exploration,astar,True,6,11,0.25,2,0,4.5,0.7071,0.0668,0.0065,,0.5496,0.5,
partial,exploration,astar,True,6,13,0.15,2,0,13.5,10.6066,0.3795,0.2348,,0.6835,2,
partial,exploration,astar,True,6,13,0.25,2,0.5,17.5,10.6066,0.2711,0.1199,,0.6597,2.5,21
partial,exploration,beam,False,2,11,0.15,2,0.5,28.5,26.163,0.3157,0.2161,,0.6198,0,47
partial,exploration,beam,False,2,11,0.25,2,0,4.5,0.7071,0.0676,0.0064,,0.1943,0,
partial,exploration,beam,False,2,13,0.15,2,0,10.5,2.1213,0.1474,0.0465,,0.1686,0,
partial,exploration,beam,False,2,13,0.25,2,0,15,0.0,0.191,0.0255,,0.2899,0,
partial,exploration,beam,False,4,11,0.15,2,0.5,24.5,23.3345,0.4037,0.328,,0.7397,0,39
partial,exploration,beam,False,4,11,0.25,2,0,4.5,0.7071,0.0929,0.0089,,0.3595,0,
partial,exploration,beam,False,4,13,0.15,2,0,7,1.4142,0.1249,0.0467,,0.355,0,
partial,exploration,beam,False,4,13,0.25,2,0,19,1.4142,0.2772,0.0177,,0.5858,0,
partial,exploration,beam,False,6,11,0.15,2,0.5,21,19.799,0.4136,0.3253,,0.8347,0,31
partial,exploration,beam,False,6,11,0.25,2,0,4.5,0.7071,0.0634,0.0029,,0.5496,0,
partial,exploration,beam,False,6,13,0.15,2,0.5,18.5,17.6777,0.4085,0.3369,,0.7367,0,27
partial,exploration,beam,False,6,13,0.25,2,0.5,17.5,10.6066,0.2623,0.0918,,0.6597,0,21
partial,exploration,beam,True,2,11,0.15,2,0.5,25.5,21.9203,0.2843,0.1696,,0.6157,4,41
partial,exploration,beam,True,2,11,0.25,2,0,4.5,0.7071,0.0676,0.0076,,0.1943,0.5,
partial,exploration,beam,True,2,13,0.15,2,0,8.5,0.7071,0.1337,0.0123,,0.1864,1,
partial,exploration,beam,True,2,13,0.25,2,0,19.5,0.7071,0.2539,0.0061,,0.3609,3,
partial,exploration,beam,True,4,11,0.15,2,0.5,26.5,26.163,0.3823,0.3384,,0.7397,4,41
partial,exploration,beam,True,4,11,0.25,2,0,4.5,0.7071,0.093,0.0082,,0.3595,0.5,
partial,exploration,beam,True,4,13,0.15,2,0,7,1.4142,0.1374,0.0576,,0.355,1,
partial,exploration,beam,True,4,13,0.25,2,0.5,26,4.2426,0.3574,0.008,,0.7012,4.5,27
partial,exploration,beam,True,6,11,0.15,2,0.5,21,19.799,0.4305,0.4018,,0.8347,3.5,31
partial,exploration,beam,True,6,11,0.25,2,0,4.5,0.7071,0.0678,0.0002,,0.5496,0.5,
partial,exploration,beam,True,6,13,0.15,2,0,13.5,10.6066,0.345,0.2028,,0.6835,2,
partial,exploration,beam,True,6,13,0.25,2,0.5,17.5,10.6066,0.2644,0.1078,,0.6597,2.5,21
partial,exploration,greedy,False,2,11,0.15,2,0.5,40,9.8995,0.4315,0.0793,,0.8264,0,47
partial,exploration,greedy,False,2,11,0.25,2,0,4.5,0.7071,0.0619,0.0021,,0.1943,0,
partial,exploration,greedy,False,2,13,0.15,2,0,12,4.2426,0.1471,0.0666,,0.1982,0,
partial,exploration,greedy,False,2,13,0.25,2,0,23.5,3.5355,0.2668,0.0016,,0.3639,0,
partial,exploration,greedy,False,4,11,0.15,2,1,36,7.0711,0.4987,0.06,,1.0,0,34
partial,exploration,greedy,False,4,11,0.25,2,0,4.5,0.7071,0.092,0.0081,,0.3595,0,
partial,exploration,greedy,False,4,13,0.15,2,0,7,1.4142,0.1321,0.0513,,0.355,0,
partial,exploration,greedy,False,4,13,0.25,2,0.5,27,11.3137,0.4036,0.0741,,0.6894,0,33
partial,exploration,greedy,False,6,11,0.15,2,0.5,22.5,17.6777,0.3965,0.3087,,0.8884,0,31
partial,exploration,greedy,False,6,11,0.25,2,0,4.5,0.7071,0.0629,0.0023,,0.5496,0,
partial,exploration,greedy,False,6,13,0.15,2,0.5,18.5,17.6777,0.4163,0.3509,,0.7367,0,27
partial,exploration,greedy,False,6,13,0.25,2,0,13,4.2426,0.244,0.0643,,0.6006,0,
partial,exploration,greedy,True,2,11,0.15,2,0.5,36,7.0711,0.3882,0.0062,,0.814,6,41
partial,exploration,greedy,True,2,11,0.25,2,0,4.5,0.7071,0.0708,0.0145,,0.1943,0.5,
partial,exploration,greedy,True,2,13,0.15,2,0,8.5,0.7071,0.1195,0.0035,,0.1864,1,
partial,exploration,greedy,True,2,13,0.25,2,0.5,28.5,12.0208,0.3026,0.0907,,0.5118,4.5,37
partial,exploration,greedy,True,4,11,0.15,2,1,38,9.8995,0.4987,0.1018,,1.0,6,35
partial,exploration,greedy,True,4,11,0.25,2,0,4.5,0.7071,0.0976,0.016,,0.3595,0.5,
partial,exploration,greedy,True,4,13,0.15,2,0,7,1.4142,0.1342,0.0583,,0.355,1,
partial,exploration,greedy,True,4,13,0.25,2,0,28.5,13.435,0.3774,0.1411,,0.7515,4.5,
partial,exploration,greedy,True,6,11,0.15,2,0.5,22.5,17.6777,0.433,0.403,,0.8884,3.5,31
partial,exploration,greedy,True,6,11,0.25,2,0,4.5,0.7071,0.0656,0.0024,,0.5496,0.5,
partial,exploration,greedy,True,6,13,0.15,2,0,13.5,10.6066,0.386,0.1624,,0.6835,2,
partial,exploration,greedy,True,6,13,0.25,2,0,12,2.8284,0.249,0.0614,,0.6006,1.5,
partial,exploration,random,False,2,11,0.15,2,1,54,9.8995,0.5918,0.1693,,0.971,0,54
partial,exploration,random,False,2,11,0.25,2,0,7.5,2.1213,0.0944,0.0197,,0.2809,0,
partial,exploration,random,False,2,13,0.15,2,0,21.5,6.364,0.2539,0.0749,,0.3876,0,
partial,exploration,random,False,2,13,0.25,2,0.5,48.5,31.8198,0.6851,0.4228,,0.6835,0,71
partial,exploration,random,False,4,11,0.15,2,1,36,7.0711,0.5363,0.1081,,1.0,0,34
partial,exploration,random,False,4,11,0.25,2,0,7.5,2.1213,0.1356,0.0672,,0.4629,0,
partial,exploration,random,False,4,13,0.15,2,0.5,31,22.6274,0.5373,0.2715,,0.7899,0,45
partial,exploration,random,False,4,13,0.25,2,0.5,37.5,3.5355,0.5668,0.1467,,0.8787,0,33
partial,exploration,random,False,6,11,0.15,2,0.5,22,18.3848,0.4024,0.3124,,0.876,0,31
partial,exploration,random,False,6,11,0.25,2,0,7.5,2.1213,0.1743,0.0181,,0.6446,0,
partial,exploration,random,False,6,13,0.15,2,1,27,5.6569,0.5003,0.2529,,0.9053,0,23
partial,exploration,random,False,6,13,0.25,2,1,36,15.5563,0.6675,0.1518,,0.9201,0,32
partial,exploration,random,True,2,11,0.15,2,0.5,29,16.9706,0.3177,0.1427,,0.6901,5,41
partial,exploration,random,True,2,11,0.25,2,1,51,16.9706,0.5356,0.1411,,0.9628,8,51
partial,exploration,random,True,2,13,0.15,2,0,12,0.0,0.1596,0.0074,,0.2574,2,
