mode,agent,pursuer,size,density,seed,dynamic,visibility_radius,outcome,win,steps,nodes_expanded,time_ms,cells_explored,wall_shifts,phase_switch_step,error
full,beam_search,beam,11,0.25,11251,False,,pursuer_win,0,13,389,1.3164,,,,
full,beam_search,astar,11,0.25,11251,False,,pursuer_win,0,13,389,1.367,,,,
full,minimax,random,11,0.25,11251,True,,timeout,0,50,9705,16.0455,,,,
full,minimax,greedy,11,0.25,11251,True,,pursuer_win,0,16,4475,7.6231,,,,
full,minimax,beam,11,0.25,11251,True,,pursuer_win,0,16,4466,7.4064,,,,
full,minimax,astar,11,0.25,11251,True,,pursuer_win,0,16,4545,7.7635,,,,
full,alpha_beta,random,11,0.25,11251,True,,timeout,0,50,4263,7.6409,,,,
full,alpha_beta,greedy,11,0.25,11251,True,,pursuer_win,0,16,1991,3.7835,,,,
full,alpha_beta,beam,11,0.25,11251,True,,pursuer_win,0,16,1974,3.8844,,,,
full,alpha_beta,astar,11,0.25,11251,True,,pursuer_win,0,16,1982,3.5997,,,,
full,expectimax,random,11,0.25,11251,True,,timeout,0,50,9774,21.2123,,,,
full,expectimax,greedy,11,0.25,11251,True,,agent_win,1,26,8236,17.6907,,,,
full,expectimax,beam,11,0.25,11251,True,,agent_win,1,26,8227,17.9534,,,,
full,expectimax,astar,11,0.25,11251,True,,agent_win,1,26,8306,17.223,,,,
full,lrta,random,11,0.25,11251,True,,agent_win,1,25,0,0.1336,,,,
full,lrta,greedy,11,0.25,11251,True,,pursuer_win,0,15,0,0.078,,,,
full,lrta,beam,11,0.25,11251,True,,pursuer_win,0,15,0,0.0903,,,,
full,lrta,astar,11,0.25,11251,True,,pursuer_win,0,15,0,0.0933,,,,
full,hill_climb,random,11,0.25,11251,True,,timeout,0,50,159,0.6991,,,,
full,hill_climb,greedy,11,0.25,11251,True,,pursuer_win,0,16,108,0.3925,,,,
full,hill_climb,beam,11,0.25,11251,True,,pursuer_win,0,16,108,0.4457,,,,
full,hill_climb,astar,11,0.25,11251,True,,pursuer_win,0,16,108,0.4092,,,,
full,beam_search,random,11,0.25,11251,True,,agent_win,1,19,445,1.4824,,,,
full,beam_search,greedy,11,0.25,11251,True,,pursuer_win,0,14,330,1.1288,,,,
full,beam_search,beam,11,0.25,11251,True,,pursuer_win,0,14,330,1.2424,,,,
full,beam_search,astar,11,0.25,11251,True,,pursuer_win,0,14,330,1.2966,,,,
full,minimax,random,13,0.15,13150,False,,timeout,0,50,12863,20.7781,,,,
full,minimax,greedy,13,0.15,13150,False,,agent_win,1,27,9677,15.7267,,,,
full,minimax,beam,13,0.15,13150,False,,timeout,0,50,18716,28.7253,,,,
full,minimax,astar,13,0.15,13150,False,,timeout,0,50,18716,28.8533,,,,
full,alpha_beta,random,13,0.15,13150,False,,timeout,0,50,6640,11.771,,,,
full,alpha_beta,greedy,13,0.15,13150,False,,agent_win,1,27,4788,8.6141,,,,
full,alpha_beta,beam,13,0.15,13150,False,,timeout,0,50,8910,15.6041,,,,
full,alpha_beta,astar,13,0.15,13150,False,,timeout,0,50,8910,16.3915,,,,
full,expectimax,random,13,0.15,13150,False,,timeout,0,50,9242,20.8396,,,,
full,expectimax,greedy,13,0.15,13150,False,,pursuer_win,0,14,2295,6.8863,,,,
full,expectimax,beam,13,0.15,13150,False,,pursuer_win,0,14,2295,5.1637,,,,
full,expectimax,astar,13,0.15,13150,False,,pursuer_win,0,14,2295,4.9912,,,,
full,lrta,random,13,0.15,13150,False,,agent_win,1,27,0,0.1177,,,,
full,lrta,greedy,13,0.15,13150,False,,agent_win,1,27,0,0.1237,,,,
full,lrta,beam,13,0.15,13150,False,,pursuer_win,0,8,0,0.0413,,,,
full,lrta,astar,13,0.15,13150,False,,pursuer_win,0,8,0,0.0466,,,,
full,hill_climb,random,13,0.15,13150,False,,timeout,0,50,275,1.0073,,,,
full,hill_climb,greedy,13,0.15,13150,False,,timeout,0,50,275,1.0141,,,,
full,hill_climb,beam,13,0.15,13150,False,,pursuer_win,0,8,140,0.5391,,,,
full,hill_climb,astar,13,0.15,13150,False,,pursuer_win,0,8,140,0.5511,,,,
full,beam_search,random,13,0.15,13150,False,,agent_win,1,25,794,3.2818,,,,
full,beam_search,greedy,13,0.15,13150,False,,agent_win,1,25,794,3.1153,,,,
full,beam_search,beam,13,0.15,13150,False,,pursuer_win,0,8,407,1.4419,,,,
full,beam_search,astar,13,0.15,13150,False,,pursuer_win,0,8,407,1.429,,,,
full,minimax,random,13,0.15,13150,True,,timeout,0,50,18078,29.4627,,,,
full,minimax,greedy,13,0.15,13150,True,,agent_win,1,27,9677,16.0263,,,,
full,minimax,beam,13,0.15,13150,True,,timeout,0,50,18325,30.221,,,,
full,minimax,astar,13,0.15,13150,True,,timeout,0,50,18325,28.3955,,,,
full,alpha_beta,random,13,0.15,13150,True,,timeout,0,50,7558,13.9257,,,,
full,alpha_beta,greedy,13,0.15,13150,True,,agent_win,1,27,4788,8.8509,,,,
full,alpha_beta,beam,13,0.15,13150,True,,timeout,0,50,8756,15.8252,,,,
full,alpha_beta,astar,13,0.15,13150,True,,timeout,0,50,8756,16.3753,,,,
full,expectimax,random,13,0.15,13150,True,,timeout,0,50,17129,37.5615,,,,
full,expectimax,greedy,13,0.15,13150,True,,timeout,0,50,20375,43.3343,,,,
full,expectimax,beam,13,0.15,13150,True,,timeout,0,50,23144,46.9637,,,,
full,expectimax,astar,13,0.15,13150,True,,timeout,0,50,23144,47.6395,,,,
full,lrta,random,13,0.15,13150,True,,agent_win,1,25,0,0.1201,,,,
full,lrta,greedy,13,0.15,13150,True,,agent_win,1,31,0,0.1402,,,,
full,lrta,beam,13,0.15,13150,True,,pursuer_win,0,8,0,0.0499,,,,
full,lrta,astar,13,0.15,13150,True,,pursuer_win,0,8,0,0.0483,,,,
full,hill_climb,random,13,0.15,13150,True,,timeout,0,50,275,1.0027,,,,
full,hill_climb,greedy,13,0.15,13150,True,,timeout,0,50,275,1.0155,,,,
full,hill_climb,beam,13,0.15,13150,True,,pursuer_win,0,8,140,0.7319,,,,
full,hill_climb,astar,13,0.15,13150,True,,pursuer_win,0,8,140,0.6375,,,,
full,beam_search,random,13,0.15,13150,True,,agent_win,1,23,747,3.6734,,,,
full,beam_search,greedy,13,0.15,13150,True,,agent_win,1,25,794,2.6469,,,,
full,beam_search,beam,13,0.15,13150,True,,pursuer_win,0,8,407,1.3813,,,,
full,beam_search,astar,13,0.15,13150,True,,pursuer_win,0,8,407,1.47,,,,
full,minimax,random,13,0.15,13151,False,,timeout,0,50,14802,23.3524,,,,
full,minimax,greedy,13,0.15,13151,False,,agent_win,1,29,12049,18.6111,,,,
full,minimax,beam,13,0.15,13151,False,,agent_win,1,29,12291,20.6833,,,,
full,minimax,astar,13,0.15,13151,False,,agent_win,1,29,12291,19.0961,,,,
full,alpha_beta,random,13,0.15,13151,False,,timeout,0,50,7345,13.5483,,,,
full,alpha_beta,greedy,13,0.15,13151,False,,agent_win,1,29,5109,10.2246,,,,
full,alpha_beta,beam,13,0.15,13151,False,,agent_win,1,29,5123,9.7109,,,,
full,alpha_beta,astar,13,0.15,13151,False,,agent_win,1,29,5123,9.5791,,,,
full,expectimax,random,13,0.15,13151,False,,timeout,0,50,12498,25.6842,,,,
full,expectimax,greedy,13,0.15,13151,False,,timeout,0,50,18755,41.1966,,,,
full,expectimax,beam,13,0.15,13151,False,,agent_win,1,31,12213,26.2554,,,,
full,expectimax,astar,13,0.15,13151,False,,agent_win,1,31,12213,24.839,,,,
full,lrta,random,13,0.15,13151,False,,agent_win,1,25,0,0.1113,,,,
full,lrta,greedy,13,0.15,13151,False,,pursuer_win,0,7,0,0.0359,,,,
full,lrta,beam,13,0.15,13151,False,,pursuer_win,0,7,0,0.0413,,,,
full,lrta,astar,13,0.15,13151,False,,pursuer_win,0,7,0,0.0404,,,,
full,hill_climb,random,13,0.15,13151,False,,timeout,0,50,237,0.8592,,,,
full,hill_climb,greedy,13,0.15,13151,False,,pursuer_win,0,7,112,0.4237,,,,
full,hill_climb,beam,13,0.15,13151,False,,pursuer_win,0,7,112,0.4241,,,,
full,hill_climb,astar,13,0.15,13151,False,,pursuer_win,0,7,112,0.425,,,,
full,beam_search,random,13,0.15,13151,False,,agent_win,1,23,649,2.2966,,,,
full,beam_search,greedy,13,0.15,13151,False,,pursuer_win,0,7,313,1.1312,,,,
full,beam_search,beam,13,0.15,13151,False,,pursuer_win,0,7,313,1.6005,,,,
full,beam_search,astar,13,0.15,13151,False,,pursuer_win,0,7,313,1.9064,,,,
full,minimax,random,13,0.15,13151,True,,timeout,0,50,14171,24.3144,,,,
full,minimax,greedy,13,0.15,13151,True,,agent_win,1,29,12867,19.87,,,,
full,minimax,beam,13,0.15,13151,True,,agent_win,1,29,13211,22.7104,,,,
full,minimax,astar,13,0.15,13151,True,,agent_win,1,29,13211,21.0324,,,,
full,alpha_beta,random,13,0.15,13151,True,,timeout,0,50,6939,14.9303,,,,
full,alpha_beta,greedy,13,0.15,13151,True,,agent_win,1,29,5402,10.4702,,,,
full,alpha_beta,beam,13,0.15,13151,True,,agent_win,1,29,5395,11.33,,,,
full,alpha_beta,astar,13,0.15,13151,True,,agent_win,1,29,5395,9.4791,,,,
full,expectimax,random,13,0.15,13151,True,,timeout,0,50,14171,28.7752,,,,
full,expectimax,greedy,13,0.15,13151,True,,timeout,0,50,21633,44.1118,,,,
full,expectimax,beam,13,0.15,13151,True,,timeout,0,50,21262,44.802,,,,
full,expectimax,astar,13,0.15,13151,True,,timeout,0,50,21262,42.5926,,,,
full,lrta,random,13,0.15,13151,True,,agent_win,1,29,0,0.1538,,,,
full,lrta,greedy,13,0.15,13151,True,,pursuer_win,0,7,0,0.039,,,,
full,lrta,beam,13,0.15,13151,True,,pursuer_win,0,7,0,0.0456,,,,
full,lrta,astar,13,0.15,13151,True,,pursuer_win,0,7,0,0.0447,,,,
full,hill_climb,random,13,0.15,13151,True,,timeout,0,50,237,0.9083,,,,
full,hill_climb,greedy,13,0.15,13151,True,,pursuer_win,0,7,112,0.4628,,,,
full,hill_climb,beam,13,0.15,13151,True,,pursuer_win,0,7,112,0.521,,,,
full,hill_climb,astar,13,0.15,13151,True,,pursuer_win,0,7,112,0.4804,,,,
full,beam_search,random,13,0.15,13151,True,,agent_win,1,27,730,2.568,,,,
full,beam_search,greedy,13,0.15,13151,True,,pursuer_win,0,7,313,1.089,,,,
full,beam_search,beam,13,0.15,13151,True,,pursuer_win,0,7,313,1.1344,,,,
full,beam_search,astar,13,0.15,13151,True,,pursuer_win,0,7,313,1.138,,,,
full,minimax,random,13,0.25,13250,False,,timeout,0,50,14389,23.251,,,,
full,minimax,greedy,13,0.25,13250,False,,timeout,0,50,10530,17.9138,,,,
full,minimax,beam,13,0.25,13250,False,,timeout,0,50,10530,18.3719,,,,
full,minimax,astar,13,0.25,13250,False,,timeout,0,50,10530,16.8778,,,,
full,alpha_beta,random,13,0.25,13250,False,,timeout,0,50,6496,11.5605,,,,
full,alpha_beta,greedy,13,0.25,13250,False,,timeout,0,50,5735,10.8581,,,,
full,alpha_beta,beam,13,0.25,13250,False,,timeout,0,50,5735,10.5071,,,,
full,alpha_beta,astar,13,0.25,13250,False,,timeout,0,50,5735,10.6363,,,,
full,expectimax,random,13,0.25,13250,False,,timeout,0,50,10547,22.0405,,,,
full,expectimax,greedy,13,0.25,13250,False,,timeout,0,50,7422,16.628,,,,
full,expectimax,beam,13,0.25,13250,False,,timeout,0,50,7422,16.6569,,,,
full,expectimax,astar,13,0.25,13250,False,,timeout,0,50,7422,18.1239,,,,
full,lrta,random,13,0.25,13250,False,,agent_win,1,23,0,0.1095,,,,
full,lrta,greedy,13,0.25,13250,False,,agent_win,1,23,0,0.1075,,,,
full,lrta,beam,13,0.25,13250,False,,agent_win,1,23,0,0.1387,,,,
full,lrta,astar,13,0.25,13250,False,,agent_win,1,23,0,0.1232,,,,
full,hill_climb,random,13,0.25,13250,False,,agent_win,1,23,300,1.1878,,,,
full,hill_climb,greedy,13,0.25,13250,False,,agent_win,1,23,300,1.3227,,,,
full,hill_climb,beam,13,0.25,13250,False,,agent_win,1,23,300,1.275,,,,
full,hill_climb,astar,13,0.25,13250,False,,agent_win,1,23,300,1.3548,,,,
full,beam_search,random,13,0.25,13250,False,,agent_win,1,23,652,2.2821,,,,
full,beam_search,greedy,13,0.25,13250,False,,agent_win,1,23,652,2.3853,,,,
full,beam_search,beam,13,0.25,13250,False,,agent_win,1,23,652,2.6685,,,,
full,beam_search,astar,13,0.25,13250,False,,agent_win,1,23,652,2.4371,,,,
full,minimax,random,13,0.25,13250,True,,timeout,0,50,10660,17.9997,,,,
full,minimax,greedy,13,0.25,13250,True,,timeout,0,50,10628,17.8239,,,,
full,minimax,beam,13,0.25,13250,True,,timeout,0,50,10628,19.3091,,,,
full,minimax,astar,13,0.25,13250,True,,timeout,0,50,10628,18.0087,,,,
full,alpha_beta,random,13,0.25,13250,True,,timeout,0,50,5408,11.8796,,,,
full,alpha_beta,greedy,13,0.25,13250,True,,timeout,0,50,5776,11.3136,,,,
full,alpha_beta,beam,13,0.25,13250,True,,timeout,0,50,5776,12.2586,,,,
full,alpha_beta,astar,13,0.25,13250,True,,timeout,0,50,5776,11.4434,,,,
full,expectimax,random,13,0.25,13250,True,,timeout,0,50,10787,24.1952,,,,
full,expectimax,greedy,13,0.25,13250,True,,timeout,0,50,9629,23.6871,,,,
