mode,agent,pursuer,dynamic,visibility_radius,size,density,n_runs,win_rate,avg_steps,std_steps,avg_time_ms,std_time_ms,avg_nodes_expanded,avg_cells_explored,avg_wall_shifts,avg_phase_switch_step
partial,online_lrta,astar,False,2,11,0.25,1,0,4,0.0,0.0316,0.0,,0.1736,0,
partial,online_lrta,astar,False,4,11,0.25,1,0,4,0.0,0.0373,0.0,,0.3306,0,
partial,online_lrta,astar,False,6,11,0.25,1,0,4,0.0,0.0353,0.0,,0.5124,0,
partial,online_lrta,beam,False,2,11,0.25,1,0,4,0.0,0.0407,0.0,,0.1736,0,
partial,online_lrta,beam,False,4,11,0.25,1,0,4,0.0,0.042,0.0,,0.3306,0,
partial,online_lrta,beam,False,6,11,0.25,1,0,4,0.0,0.037,0.0,,0.5124,0,
partial,online_lrta,greedy,False,2,11,0.25,1,0,4,0.0,0.0392,0.0,,0.1736,0,
partial,online_lrta,greedy,False,4,11,0.25,1,0,4,0.0,0.0305,0.0,,0.3306,0,
partial,online_lrta,greedy,False,6,11,0.25,1,0,4,0.0,0.0334,0.0,,0.5124,0,
partial,online_lrta,random,False,2,11,0.25,1,0,6,0.0,0.0702,0.0,,0.2231,0,
partial,online_lrta,random,False,4,11,0.25,1,0,6,0.0,0.0439,0.0,,0.405,0,
partial,online_lrta,random,False,6,11,0.25,1,0,6,0.0,0.0445,0.0,,0.5868,0,
