mode,agent,pursuer,size,density,seed,dynamic,visibility_radius,outcome,win,steps,nodes_expanded,time_ms,cells_explored,wall_shifts,phase_switch_step,error
full,minimax,random,11,0.25,11250,False,,agent_win,1,19,5083,8.0609,,,,
full,minimax,greedy,11,0.25,11250,False,,agent_win,1,26,7472,12.3205,,,,
full,minimax,beam,11,0.25,11250,False,,agent_win,1,26,7334,12.4961,,,,
full,minimax,astar,11,0.25,11250,False,,agent_win,1,26,7334,12.2954,,,,
full,alpha_beta,random,11,0.25,11250,False,,agent_win,1,19,2243,4.2142,,,,
full,alpha_beta,greedy,11,0.25,11250,False,,agent_win,1,26,3632,7.2354,,,,
full,alpha_beta,beam,11,0.25,11250,False,,agent_win,1,26,3475,6.0696,,,,
full,alpha_beta,astar,11,0.25,11250,False,,agent_win,1,26,3475,7.0357,,,,
full,expectimax,random,11,0.25,11250,False,,agent_win,1,19,5083,11.6379,,,,
full,expectimax,greedy,11,0.25,11250,False,,agent_win,1,28,8881,20.9192,,,,
full,expectimax,beam,11,0.25,11250,False,,agent_win,1,28,9171,19.2446,,,,
full,expectimax,astar,11,0.25,11250,False,,agent_win,1,19,6728,14.1537,,,,
full,lrta,random,11,0.25,11250,False,,agent_win,1,19,0,0.1042,,,,
full,lrta,greedy,11,0.25,11250,False,,pursuer_win,0,14,0,0.0665,,,,
full,lrta,beam,11,0.25,11250,False,,pursuer_win,0,14,0,0.0818,,,,
full,lrta,astar,11,0.25,11250,False,,pursuer_win,0,14,0,0.0789,,,,
full,hill_climb,random,11,0.25,11250,False,,agent_win,1,19,210,0.8394,,,,
full,hill_climb,greedy,11,0.25,11250,False,,pursuer_win,0,14,189,0.7495,,,,
full,hill_climb,beam,11,0.25,11250,False,,pursuer_win,0,14,189,0.7507,,,,
full,hill_climb,astar,11,0.25,11250,False,,pursuer_win,0,14,189,0.7365,,,,
full,beam_search,random,11,0.25,11250,False,,agent_win,1,19,396,1.3564,,,,
full,beam_search,greedy,11,0.25,11250,False,,pursuer_win,0,14,355,1.2568,,,,
full,beam_search,beam,11,0.25,11250,False,,pursuer_win,0,14,355,1.4197,,,,
full,beam_search,astar,11,0.25,11250,False,,pursuer_win,0,14,355,1.7717,,,,
partial,online_astar,random,11,0.25,16250,False,2,pursuer_win,0,6,,1.7871,0.2231,0,,
partial,online_astar,greedy,11,0.25,16250,False,2,pursuer_win,0,4,,1.3577,0.1736,0,,
partial,online_astar,beam,11,0.25,16250,False,2,pursuer_win,0,4,,1.4761,0.1736,0,,
partial,online_astar,astar,11,0.25,16250,False,2,pursuer_win,0,4,,1.4227,0.1736,0,,
partial,online_lrta,random,11,0.25,16250,False,2,pursuer_win,0,6,,0.0702,0.2231,0,,
partial,online_lrta,greedy,11,0.25,16250,False,2,pursuer_win,0,4,,0.0392,0.1736,0,,
partial,online_lrta,beam,11,0.25,16250,False,2,pursuer_win,0,4,,0.0407,0.1736,0,,
partial,online_lrta,astar,11,0.25,16250,False,2,pursuer_win,0,4,,0.0316,0.1736,0,,
partial,exploration,random,11,0.25,16250,False,2,pursuer_win,0,6,,0.0956,0.2231,0,,
partial,exploration,greedy,11,0.25,16250,False,2,pursuer_win,0,4,,0.0564,0.1736,0,,
partial,exploration,beam,11,0.25,16250,False,2,pursuer_win,0,4,,0.065,0.1736,0,,
partial,exploration,astar,11,0.25,16250,False,2,pursuer_win,0,4,,0.065,0.1736,0,,
partial,online_astar,random,11,0.25,16250,False,4,pursuer_win,0,6,,1.852,0.405,0,,
partial,online_astar,greedy,11,0.25,16250,False,4,pursuer_win,0,4,,1.6105,0.3306,0,,
partial,online_astar,beam,11,0.25,16250,False,4,pursuer_win,0,4,,1.3735,0.3306,0,,
partial,online_astar,astar,11,0.25,16250,False,4,pursuer_win,0,4,,1.427,0.3306,0,,
partial,online_lrta,random,11,0.25,16250,False,4,pursuer_win,0,6,,0.0439,0.405,0,,
partial,online_lrta,greedy,11,0.25,16250,False,4,pursuer_win,0,4,,0.0305,0.3306,0,,
partial,online_lrta,beam,11,0.25,16250,False,4,pursuer_win,0,4,,0.042,0.3306,0,,
partial,online_lrta,astar,11,0.25,16250,False,4,pursuer_win,0,4,,0.0373,0.3306,0,,
partial,exploration,random,11,0.25,16250,False,4,pursuer_win,0,6,,0.0937,0.405,0,,
partial,exploration,greedy,11,0.25,16250,False,4,pursuer_win,0,4,,0.0865,0.3306,0,,
partial,exploration,beam,11,0.25,16250,False,4,pursuer_win,0,4,,0.0875,0.3306,0,,
partial,exploration,astar,11,0.25,16250,False,4,pursuer_win,0,4,,0.0873,0.3306,0,,
partial,online_astar,random,11,0.25,16250,False,6,pursuer_win,0,6,,1.5748,0.5868,0,,
partial,online_astar,greedy,11,0.25,16250,False,6,pursuer_win,0,4,,1.4123,0.5124,0,,
partial,online_astar,beam,11,0.25,16250,False,6,pursuer_win,0,4,,1.4236,0.5124,0,,
partial,online_astar,astar,11,0.25,16250,False,6,pursuer_win,0,4,,1.4324,0.5124,0,,
partial,online_lrta,random,11,0.25,16250,False,6,pursuer_win,0,6,,0.0445,0.5868,0,,
partial,online_lrta,greedy,11,0.25,16250,False,6,pursuer_win,0,4,,0.0334,0.5124,0,,
