mode,agent,pursuer,dynamic,visibility_radius,size,density,n_runs,win_rate,avg_steps,std_steps,avg_time_ms,std_time_ms,avg_nodes_expanded,avg_cells_explored,avg_wall_shifts,avg_phase_switch_step
full,expectimax,random,False,,11,0.15,5,0.4,46,8.3964,30.709,4.9984,13637.2,,,
full,expectimax,random,False,,11,0.25,5,0.4,37.6,16.9794,20.3604,7.6058,9376.6,,,
full,expectimax,random,False,,11,0.35,5,0.2,47,6.7082,20.1758,6.9347,8421.6,,,
full,expectimax,random,False,,13,0.15,5,0.2,44.6,12.0748,24.2794,2.4929,11012.4,,,
full,expectimax,random,False,,13,0.25,5,0.2,45,11.1803,26.634,11.7864,11791,,,
full,expectimax,random,False,,13,0.35,5,0,50,0.0,15.8508,6.9249,7002,,,
full,expectimax,random,False,,17,0.15,5,0.4,42.6,10.139,24.3867,12.0121,11198.6,,,
full,expectimax,random,False,,17,0.25,5,0,50,0.0,26.7828,11.0663,11375.8,,,
full,expectimax,random,False,,17,0.35,5,0,50,0.0,17.6631,8.5177,7607.2,,,
full,expectimax,random,False,,21,0.15,5,0,50,0.0,34.6901,3.1302,15537,,,
full,expectimax,random,False,,21,0.25,5,0,50,0.0,29.8184,15.8082,11254.6,,,
full,expectimax,random,False,,21,0.35,5,0,50,0.0,22.898,6.4061,9577.8,,,
full,expectimax,random,True,,11,0.15,5,0.4,45.8,6.5727,33.8361,6.4924,15775.2,,,
full,expectimax,random,True,,11,0.25,5,0.4,37.6,16.9794,19.5107,6.592,8858.6,,,
full,expectimax,random,True,,11,0.35,5,0.2,44.6,12.0748,19.4702,9.6317,8117.6,,,
full,expectimax,random,True,,13,0.15,5,0.2,44.6,12.0748,30.7258,7.6349,13307.2,,,
full,expectimax,random,True,,13,0.25,5,0.2,45.4,10.2859,29.2558,8.1008,11659.8,,,
full,expectimax,random,True,,13,0.35,5,0,50,0.0,17.5723,4.1404,7787.4,,,
full,expectimax,random,True,,17,0.15,5,0.4,43.6,8.792,27.0289,14.2621,12365.8,,,
full,expectimax,random,True,,17,0.25,5,0,50,0.0,26.1261,5.8744,11611.4,,,
full,expectimax,random,True,,17,0.35,5,0,50,0.0,16.5879,7.621,6983.8,,,
full,expectimax,random,True,,21,0.15,5,0,50,0.0,37.69,8.8984,16693.2,,,
full,expectimax,random,True,,21,0.25,5,0,50,0.0,25.9541,4.8451,11225.2,,,
full,expectimax,random,True,,21,0.35,5,0,50,0.0,22.4814,5.7251,9801.6,,,
full,hill_climb,astar,False,,11,0.15,5,0,8.6,4.0988,0.3157,0.1496,77.4,,,
full,hill_climb,astar,False,,11,0.25,3,0,7.3333,1.5275,0.3141,0.0935,80.3333,,,
full,hill_climb,astar,False,,11,0.35,4,0,32.75,20.1225,0.3931,0.1692,98,,,
full,hill_climb,astar,False,,13,0.15,5,0,7.4,1.1402,0.4493,0.1418,109.4,,,
full,hill_climb,astar,False,,13,0.25,5,0.4,23.4,16.3187,0.8632,0.49,215,,,
full,hill_climb,astar,False,,13,0.35,3,0,10,5.1962,0.2664,0.114,65.6667,,,
full,hill_climb,astar,False,,17,0.15,5,0.2,22.2,18.0194,1.2505,0.5306,313.6,,,
full,hill_climb,astar,False,,17,0.25,5,0,24.2,2.9496,0.3923,0.4263,98.4,,,
full,hill_climb,astar,False,,17,0.35,5,0,47.4,5.8138,0.39,0.214,103,,,
full,hill_climb,astar,False,,21,0.15,4,0,11.75,0.9574,1.0206,0.3141,246,,,
full,hill_climb,astar,False,,21,0.25,4,0,25,3.7417,0.5859,0.4301,145,,,
full,hill_climb,astar,False,,21,0.35,4,0,34.5,18.1934,0.3589,0.1818,95.5,,,
full,hill_climb,astar,True,,11,0.15,5,0,9.8,5.8481,0.3475,0.1454,79.2,,,
full,hill_climb,astar,True,,11,0.25,3,0,7.3333,1.5275,0.3553,0.1145,80.3333,,,
full,hill_climb,astar,True,,11,0.35,4,0.25,22.75,7.4106,0.4307,0.1546,101.25,,,
full,hill_climb,astar,True,,13,0.15,5,0,7.4,1.1402,0.4496,0.136,109.4,,,
full,hill_climb,astar,True,,13,0.25,5,0.4,23.4,16.3187,0.9253,0.5187,215,,,
full,hill_climb,astar,True,,13,0.35,3,0,10,5.1962,0.2678,0.0985,65.6667,,,
full,hill_climb,astar,True,,17,0.15,5,0.2,22.2,18.0194,1.2847,0.6314,313.6,,,
full,hill_climb,astar,True,,17,0.25,5,0,28.2,12.8725,0.5127,0.4143,111,,,
full,hill_climb,astar,True,,17,0.35,5,0,46.2,7.4297,0.4794,0.2465,115.2,,,
full,hill_climb,astar,True,,21,0.15,4,0,11.75,0.9574,1.0936,0.366,246,,,
full,hill_climb,astar,True,,21,0.25,4,0,25.75,5.6789,0.6612,0.4816,148,,,
full,hill_climb,astar,True,,21,0.35,4,0,33.5,19.1224,0.4399,0.1787,101.5,,,
full,hill_climb,beam,False,,11,0.15,5,0,16.2,19.2406,0.3741,0.0999,88.8,,,
full,hill_climb,beam,False,,11,0.25,3,0,7.6667,2.0817,0.3265,0.1129,82.6667,,,
full,hill_climb,beam,False,,11,0.35,4,0,41.75,16.5,0.433,0.0574,111.5,,,
full,hill_climb,beam,False,,13,0.15,5,0,7.4,1.1402,0.4619,0.1481,109.4,,,
full,hill_climb,beam,False,,13,0.25,5,0.2,29.4,19.6545,0.8765,0.3877,220.2,,,
full,hill_climb,beam,False,,13,0.35,3,0,21.3333,24.8261,0.3253,0.0075,82.6667,,,
full,hill_climb,beam,False,,17,0.15,5,0,20.6,17.3868,1.2797,0.5309,304.6,,,
full,hill_climb,beam,False,,17,0.25,5,0,40.8,12.5976,0.4869,0.3785,123.4,,,
full,hill_climb,beam,False,,17,0.35,5,0,50,0.0,0.3995,0.2111,107,,,
full,hill_climb,beam,False,,21,0.15,4,0,11.75,0.9574,1.0325,0.3736,246,,,
full,hill_climb,beam,False,,21,0.25,4,0,37.25,14.7281,0.6769,0.428,163.5,,,
full,hill_climb,beam,False,,21,0.35,4,0,34.5,18.1934,0.3699,0.2088,95.5,,,
full,hill_climb,beam,True,,11,0.15,5,0,15.4,17.4871,0.3586,0.1227,87.6,,,
full,hill_climb,beam,True,,11,0.25,3,0,7.3333,1.5275,0.3315,0.0934,80.3333,,,
full,hill_climb,beam,True,,11,0.35,4,0,20,8.756,0.3725,0.1293,86.75,,,
full,hill_climb,beam,True,,13,0.15,5,0,7.4,1.1402,0.468,0.12,109.4,,,
full,hill_climb,beam,True,,13,0.25,5,0.2,29.4,19.6545,1.0179,0.493,220.2,,,
full,hill_climb,beam,True,,13,0.35,3,0,12,8.6603,0.2783,0.0782,68.6667,,,
full,hill_climb,beam,True,,17,0.15,5,0,20.6,17.3868,1.205,0.4801,304.6,,,
full,hill_climb,beam,True,,17,0.25,5,0,35.4,14.0107,0.5274,0.4154,121.8,,,
full,hill_climb,beam,True,,17,0.35,5,0,49.6,0.8944,0.4932,0.2332,120.4,,,
full,hill_climb,beam,True,,21,0.15,4,0,11.75,0.9574,1.0572,0.358,246,,,
full,hill_climb,beam,True,,21,0.25,4,0,37,15.0111,0.7553,0.4542,171.25,,,
full,hill_climb,beam,True,,21,0.35,4,0,33.5,19.1224,0.4855,0.2624,101.5,,,
full,hill_climb,greedy,False,,11,0.15,5,0,17,19.2094,0.3533,0.1284,90,,,
full,hill_climb,greedy,False,,11,0.25,5,0,18.2,17.9221,0.4792,0.1932,124,,,
full,hill_climb,greedy,False,,11,0.35,5,0,43,15.6525,0.4688,0.1072,126.2,,,
full,hill_climb,greedy,False,,13,0.15,5,0,17.6,18.7697,0.6177,0.3455,144,,,
full,hill_climb,greedy,False,,13,0.25,5,0.2,29.8,19.3572,0.8641,0.3956,222.8,,,
full,hill_climb,greedy,False,,13,0.35,5,0,33,23.2809,0.3253,0.0258,91.2,,,
full,hill_climb,greedy,False,,17,0.15,5,0,28.6,20.2435,1.3608,0.475,341.8,,,
full,hill_climb,greedy,False,,17,0.25,5,0,50,0.0,0.4984,0.4254,137.4,,,
full,hill_climb,greedy,False,,17,0.35,5,0,50,0.0,0.385,0.2109,107,,,
full,hill_climb,greedy,False,,21,0.15,5,0,23.4,17.2858,1.0108,0.6781,252,,,
full,hill_climb,greedy,False,,21,0.25,5,0,45.8,9.3915,1.1268,0.9811,267.8,,,
full,hill_climb,greedy,False,,21,0.35,5,0,43,15.6525,0.3751,0.1814,99.4,,,
full,hill_climb,greedy,True,,11,0.15,5,0,15,16.171,0.3532,0.1263,91.6,,,
full,hill_climb,greedy,True,,11,0.25,5,0,13.8,4.4944,0.4538,0.1591,117.4,,,
full,hill_climb,greedy,True,,11,0.35,5,0,35.8,19.4474,0.5217,0.2233,123.2,,,
full,hill_climb,greedy,True,,13,0.15,5,0,17.6,18.7697,0.584,0.3581,144,,,
full,hill_climb,greedy,True,,13,0.25,5,0.2,29.8,19.3572,0.9399,0.4568,222.8,,,
full,hill_climb,greedy,True,,13,0.35,5,0,33,23.2809,0.3341,0.0234,91.4,,,
full,hill_climb,greedy,True,,17,0.15,5,0,28.6,20.2435,1.2884,0.4227,341.8,,,
full,hill_climb,greedy,True,,17,0.25,5,0,45.4,10.2859,0.5593,0.4349,137,,,
full,hill_climb,greedy,True,,17,0.35,5,0,50,0.0,0.4568,0.231,121,,,
full,hill_climb,greedy,True,,21,0.15,5,0,23.6,17.4155,1.019,0.7141,252.4,,,
full,hill_climb,greedy,True,,21,0.25,5,0,50,0.0,1.1369,0.8809,288.2,,,
full,hill_climb,greedy,True,,21,0.35,5,0,37.4,17.4299,0.4069,0.1487,104.6,,,
full,hill_climb,random,False,,11,0.15,5,0,42.6,16.5469,0.6411,0.1934,147.6,,,
full,hill_climb,random,False,,11,0.25,5,0.2,26.6,19.5525,0.5575,0.2174,143,,,
full,hill_climb,random,False,,11,0.35,5,0,43.8,13.8636,0.4869,0.1504,127.2,,,
full,hill_climb,random,False,,13,0.15,5,0.2,29.4,19.4499,0.8831,0.4363,203.2,,,
full,hill_climb,random,False,,13,0.25,5,0.4,31.4,17.672,0.9361,0.3855,238.2,,,
full,hill_climb,random,False,,13,0.35,5,0,35.4,20.0699,0.3771,0.0781,101,,,
full,hill_climb,random,False,,17,0.15,5,0.2,32.8,16.7839,1.5081,0.3034,382.6,,,
full,hill_climb,random,False,,17,0.25,5,0,50,0.0,0.515,0.4324,137.4,,,
full,hill_climb,random,False,,17,0.35,5,0,50,0.0,0.3892,0.2093,107,,,
full,hill_climb,random,False,,21,0.15,5,0,50,0.0,1.3765,0.8502,335.4,,,
full,hill_climb,random,False,,21,0.25,5,0,50,0.0,1.1089,0.9234,276.6,,,
full,hill_climb,random,False,,21,0.35,5,0,50,0.0,0.4625,0.3658,110.2,,,
full,hill_climb,random,True,,11,0.15,5,0.2,29.6,21.9613,0.6053,0.3068,134.4,,,
full,hill_climb,random,True,,11,0.25,5,0.2,27.6,20.8878,0.5667,0.2296,143.2,,,
full,hill_climb,random,True,,11,0.35,5,0.2,44.6,12.0748,0.62,0.2118,143.6,,,
full,hill_climb,random,True,,13,0.15,5,0.2,38.2,15.7702,0.906,0.302,221.6,,,
full,hill_climb,random,True,,13,0.25,5,0.6,33.8,14.7885,1.2013,0.5185,256.4,,,
full,hill_climb,random,True,,13,0.35,5,0,41.8,18.3358,0.4753,0.1855,123.6,,,
full,hill_climb,random,True,,17,0.15,5,0.2,32.4,17.5585,1.445,0.3353,371,,,
full,hill_climb,random,True,,17,0.25,5,0,50,0.0,0.6345,0.4197,153.4,,,
full,hill_climb,random,True,,17,0.35,5,0,50,0.0,0.4207,0.2165,110,,,
full,hill_climb,random,True,,21,0.15,5,0,36.6,18.5149,1.2953,0.8395,314.6,,,
full,hill_climb,random,True,,21,0.25,5,0,50,0.0,0.7938,0.3893,196,,,
full,hill_climb,random,True,,21,0.35,5,0,46,8.9443,0.4375,0.2095,110.2,,,
full,lrta,astar,False,,11,0.15,5,0,8.2,3.7683,0.0473,0.0184,0,,,
full,lrta,astar,False,,11,0.25,3,0,7.3333,1.5275,0.0372,0.0077,0,,,
full,lrta,astar,False,,11,0.35,4,0.75,19.75,6.702,0.1029,0.0367,0,,,
full,lrta,astar,False,,13,0.15,5,0,7.4,1.1402,0.0409,0.0067,0,,,
full,lrta,astar,False,,13,0.25,5,0.6,18,8.8882,0.0896,0.0423,0,,,
full,lrta,astar,False,,13,0.35,3,0,8.3333,2.3094,0.041,0.0095,0,,,
full,lrta,astar,False,,17,0.15,5,0.4,19.2,12.6965,0.0952,0.059,0,,,
full,lrta,astar,False,,17,0.25,5,0.2,27,11.8322,0.1361,0.0606,0,,,
full,lrta,astar,False,,17,0.35,5,0,44.4,12.522,0.1997,0.0541,0,,,
full,lrta,astar,False,,21,0.15,4,0,11.75,0.9574,0.0658,0.0095,0,,,
full,lrta,astar,False,,21,0.25,4,0,26.5,9.9833,0.1687,0.1169,0,,,
full,lrta,astar,False,,21,0.35,4,0,33.25,19.38,0.1628,0.0928,0,,,
full,lrta,astar,True,,11,0.15,5,0,8.8,4.3243,0.0506,0.0247,0,,,
full,lrta,astar,True,,11,0.25,3,0,7.3333,1.5275,0.0418,0.0094,0,,,
full,lrta,astar,True,,11,0.35,4,0.25,16.5,4.6547,0.0938,0.0282,0,,,
full,lrta,astar,True,,13,0.15,5,0,7.4,1.1402,0.0438,0.0068,0,,,
full,lrta,astar,True,,13,0.25,5,0.6,18,8.8882,0.118,0.0639,0,,,
full,lrta,astar,True,,13,0.35,3,0,8.3333,2.3094,0.0464,0.0119,0,,,
full,lrta,astar,True,,17,0.15,5,0.4,19.2,12.6965,0.1027,0.0556,0,,,
full,lrta,astar,True,,17,0.25,5,0,25.6,10.0399,0.1482,0.0596,0,,,
full,lrta,astar,True,,17,0.35,5,0,43.6,13.2212,0.2374,0.0569,0,,,
full,lrta,astar,True,,21,0.15,4,0,11.75,0.9574,0.0696,0.0084,0,,,
full,lrta,astar,True,,21,0.25,4,0,29,14.6515,0.1799,0.1143,0,,,
full,lrta,astar,True,,21,0.35,4,0,33.25,19.38,0.1971,0.1044,0,,,
full,lrta,beam,False,,11,0.15,5,0,9,4.5826,0.0498,0.0248,0,,,
full,lrta,beam,False,,11,0.25,3,0,7.6667,2.0817,0.0395,0.0105,0,,,
full,lrta,beam,False,,11,0.35,4,0.75,20.5,5.2599,0.1086,0.029,0,,,
full,lrta,beam,False,,13,0.15,5,0,7.4,1.1402,0.0406,0.0051,0,,,
full,lrta,beam,False,,13,0.25,5,0.4,17.6,7.7974,0.0874,0.0338,0,,,
full,lrta,beam,False,,13,0.35,3,0,10.3333,5.7735,0.0549,0.0224,0,,,
full,lrta,beam,False,,17,0.15,5,0.2,17.6,11.2606,0.0873,0.0479,0,,,
full,lrta,beam,False,,17,0.25,5,0,28.8,10.1341,0.1432,0.0515,0,,,
full,lrta,beam,False,,17,0.35,5,0,45.6,9.8387,0.2075,0.0301,0,,,
full,lrta,beam,False,,21,0.15,4,0,11.75,0.9574,0.0664,0.009,0,,,
full,lrta,beam,False,,21,0.25,4,0,33,11.5758,0.1739,0.0723,0,,,
full,lrta,beam,False,,21,0.35,4,0,33.75,18.8746,0.1645,0.0896,0,,,
full,lrta,beam,True,,11,0.15,5,0,9.8,5.8481,0.0563,0.0337,0,,,
full,lrta,beam,True,,11,0.25,3,0,7.3333,1.5275,0.0426,0.0088,0,,,
full,lrta,beam,True,,11,0.35,4,0.5,18.5,4.4347,0.1082,0.0275,0,,,
full,lrta,beam,True,,13,0.15,5,0,7.4,1.1402,0.0431,0.0069,0,,,
full,lrta,beam,True,,13,0.25,5,0.4,16.8,8.438,0.1291,0.0979,0,,,
full,lrta,beam,True,,13,0.35,3,0,9.3333,4.0415,0.0512,0.0225,0,,,
full,lrta,beam,True,,17,0.15,5,0.2,17.6,11.2606,0.095,0.0472,0,,,
full,lrta,beam,True,,17,0.25,5,0.2,32.4,15.5338,0.1922,0.0819,0,,,
full,lrta,beam,True,,17,0.35,5,0,44.4,11.4368,0.2283,0.0513,0,,,
full,lrta,beam,True,,21,0.15,4,0,11.75,0.9574,0.0728,0.0081,0,,,
full,lrta,beam,True,,21,0.25,4,0,27.75,5.909,0.1599,0.0259,0,,,
full,lrta,beam,True,,21,0.35,4,0,33.25,19.38,0.2218,0.152,0,,,
full,lrta,greedy,False,,11,0.15,5,0.2,11,7.4498,0.0516,0.0309,0,,,
full,lrta,greedy,False,,11,0.25,5,0,11.4,3.4351,0.0471,0.0135,0,,,
full,lrta,greedy,False,,11,0.35,5,0.6,19.4,5.1769,0.0847,0.0228,0,,,
full,lrta,greedy,False,,13,0.15,5,0.4,14.4,10.6207,0.069,0.0408,0,,,
full,lrta,greedy,False,,13,0.25,5,0.6,21.8,9.757,0.0947,0.0408,0,,,
full,lrta,greedy,False,,13,0.35,5,0.4,27.4,19.1651,0.1113,0.0738,0,,,
full,lrta,greedy,False,,17,0.15,5,0.4,23,13.0192,0.1025,0.0576,0,,,
full,lrta,greedy,False,,17,0.25,5,0.4,35.8,13.4796,0.1541,0.0667,0,,,
full,lrta,greedy,False,,17,0.35,5,0.2,49.4,1.3416,0.1947,0.0046,0,,,
full,lrta,greedy,False,,21,0.15,5,0.2,22.4,15.4045,0.0975,0.0605,0,,,
full,lrta,greedy,False,,21,0.25,5,0.2,41.2,11.606,0.1703,0.0465,0,,,
full,lrta,greedy,False,,21,0.35,5,0,40.6,15.225,0.1667,0.0597,0,,,
full,lrta,greedy,True,,11,0.15,5,0.2,11.4,8.6197,0.055,0.042,0,,,
full,lrta,greedy,True,,11,0.25,5,0,12.8,3.1145,0.0645,0.0209,0,,,
full,lrta,greedy,True,,11,0.35,5,0.4,18.4,4.7749,0.1095,0.0398,0,,,
full,lrta,greedy,True,,13,0.15,5,0.4,15.2,11.8828,0.0739,0.0577,0,,,
full,lrta,greedy,True,,13,0.25,5,0.4,17.2,8.4971,0.0991,0.07,0,,,
full,lrta,greedy,True,,13,0.35,5,0.4,26.2,18.4851,0.1157,0.0806,0,,,
full,lrta,greedy,True,,17,0.15,5,0.4,23.4,13.5757,0.1119,0.069,0,,,
full,lrta,greedy,True,,17,0.25,5,0.4,40.8,10.4259,0.1895,0.0515,0,,,
full,lrta,greedy,True,,17,0.35,5,0.2,48.2,4.0249,0.2303,0.034,0,,,
full,lrta,greedy,True,,21,0.15,5,0.4,24.6,17.7285,0.1173,0.0824,0,,,
full,lrta,greedy,True,,21,0.25,5,0.4,44.4,9.3968,0.204,0.0433,0,,,
full,lrta,greedy,True,,21,0.35,5,0,34.6,16.456,0.187,0.1238,0,,,
full,lrta,random,False,,11,0.15,5,0.6,18.8,5.1186,0.1056,0.0478,0,,,
full,lrta,random,False,,11,0.25,5,0.6,17.2,7.3621,0.0797,0.0332,0,,,
full,lrta,random,False,,11,0.35,5,1,25.8,6.4187,0.1128,0.0289,0,,,
full,lrta,random,False,,13,0.15,5,0.6,19.8,7.5631,0.0979,0.0365,0,,,
full,lrta,random,False,,13,0.25,5,0.8,23.4,8.0498,0.1248,0.0438,0,,,
full,lrta,random,False,,13,0.35,5,0.4,29.6,16.3951,0.1356,0.0719,0,,,
full,lrta,random,False,,17,0.15,5,0.6,26.8,9.5499,0.1268,0.0426,0,,,
full,lrta,random,False,,17,0.25,5,0.4,42.2,10.3296,0.1753,0.0381,0,,,
full,lrta,random,False,,17,0.35,5,0.2,49.4,1.3416,0.206,0.0057,0,,,
full,lrta,random,False,,21,0.15,5,0.2,44.6,9.5289,0.1979,0.039,0,,,
full,lrta,random,False,,21,0.25,5,0.2,49.8,0.4472,0.2222,0.0068,0,,,
full,lrta,random,False,,21,0.35,5,0,50,0.0,0.2173,0.014,0,,,
full,lrta,random,True,,11,0.15,5,0.4,14.2,8.4676,0.0772,0.0424,0,,,
full,lrta,random,True,,11,0.25,5,0.6,17.2,7.5631,0.0888,0.0351,0,,,
full,lrta,random,True,,11,0.35,5,0.8,21.6,5.4589,0.1517,0.0969,0,,,
full,lrta,random,True,,13,0.15,5,0.8,23.2,5.5857,0.1207,0.029,0,,,
full,lrta,random,True,,13,0.25,5,1,25.8,4.3818,0.1543,0.052,0,,,
full,lrta,random,True,,13,0.35,5,0.6,30.8,15.6908,0.1438,0.0677,0,,,
full,lrta,random,True,,17,0.15,5,0.6,26.4,10.5736,0.1348,0.0541,0,,,
full,lrta,random,True,,17,0.25,5,0.6,40,12.2474,0.1907,0.0543,0,,,
full,lrta,random,True,,17,0.35,5,0.2,49.4,1.3416,0.2415,0.0195,0,,,
full,lrta,random,True,,21,0.15,5,0.4,34.6,16.8315,0.1761,0.0783,0,,,
full,lrta,random,True,,21,0.25,5,0,49.6,0.8944,0.2509,0.0276,0,,,
full,lrta,random,True,,21,0.35,5,0,50,0.0,0.2601,0.0464,0,,,
full,minimax,astar,False,,11,0.15,5,0.6,31.4,16.9794,19.5731,10.7105,11507.6,,,
full,minimax,astar,False,,11,0.25,3,0.3333,39.6667,17.8979,18.7119,5.6934,11024.6667,,,
full,minimax,astar,False,,11,0.35,4,0.5,34.5,17.8979,9.1739,1.0372,5483.25,,,
full,minimax,astar,False,,13,0.15,5,0.6,35.4,13.5019,25.4236,9.5552,15452.2,,,
full,minimax,astar,False,,13,0.25,5,0.2,39,15.1658,16.2659,7.9956,9773.6,,,
full,minimax,astar,False,,13,0.35,3,0,25,22.1133,15.2656,17.0755,9129.6667,,,
full,minimax,astar,False,,17,0.15,5,0.4,42.4,10.4067,20.8057,10.7029,12357.8,,,
full,minimax,astar,False,,17,0.25,5,0,37.2,12.2352,16.114,6.2522,9475.8,,,
full,minimax,astar,False,,17,0.35,5,0,47,6.7082,11.5799,5.2994,6789.4,,,
full,minimax,astar,False,,21,0.15,4,0.25,45.75,5.6789,30.8317,6.1846,18350,,,
full,minimax,astar,False,,21,0.25,4,0,39.75,11.8427,16.5664,3.2842,9599.25,,,
full,minimax,astar,False,,21,0.35,4,0,44.25,11.5,13.1829,6.4583,7608.25,,,
full,minimax,astar,True,,11,0.15,5,0.8,29.6,12.9923,19.9459,8.7916,11989.2,,,
full,minimax,astar,True,,11,0.25,3,0.3333,39.6667,17.8979,18.6907,6.9113,11387.3333,,,
full,minimax,astar,True,,11,0.35,4,0.5,23,9.3808,9.0029,2.7105,4940.5,,,
full,minimax,astar,True,,13,0.15,5,0.6,35.4,13.5019,25.4597,9.4391,15544.4,,,
full,minimax,astar,True,,13,0.25,5,0.4,33.6,15.0765,15.9899,9.7123,9513.2,,,
full,minimax,astar,True,,13,0.35,3,0,11.6667,4.7258,5.2844,1.9767,3088.3333,,,
full,minimax,astar,True,,17,0.15,5,0.4,42.4,10.4067,19.2909,9.5516,12038.8,,,
full,minimax,astar,True,,17,0.25,5,0,43.4,9.0995,17.3682,2.8231,10291.4,,,
full,minimax,astar,True,,17,0.35,5,0,46.8,7.1554,11.6792,6.1788,6640.6,,,
full,minimax,astar,True,,21,0.15,4,0,50,0.0,32.6962,5.0951,19351.5,,,
full,minimax,astar,True,,21,0.25,4,0,39.5,9.6782,19.2444,7.3289,10616.25,,,
full,minimax,astar,True,,21,0.35,4,0,43.75,12.5,15.0656,8.2132,8400.5,,,
full,minimax,beam,False,,11,0.15,5,0.6,31.4,16.9794,18.9584,8.9004,11581.4,,,
full,minimax,beam,False,,11,0.25,3,0.3333,39.6667,17.8979,17.5713,4.5112,11024.6667,,,
full,minimax,beam,False,,11,0.35,4,0.5,34.5,17.8979,9.3257,1.0168,5483.25,,,
full,minimax,beam,False,,13,0.15,5,0.6,35.4,13.5019,24.9251,10.1799,15428.6,,,
full,minimax,beam,False,,13,0.25,5,0.2,38.6,15.6461,17.7569,9.9612,10262.6,,,
full,minimax,beam,False,,13,0.35,3,0.3333,27,21.2838,16.9676,16.7065,9830.3333,,,
full,minimax,beam,False,,17,0.15,5,0.2,46.2,8.4971,24.1067,12.5212,14571.6,,,
full,minimax,beam,False,,17,0.25,5,0,34,9.1924,14.1039,3.5823,8310.8,,,
full,minimax,beam,False,,17,0.35,5,0,50,0.0,12.3117,6.2235,7090.2,,,
full,minimax,beam,False,,21,0.15,4,0.25,45.75,5.6789,29.4182,6.3426,18320.5,,,
full,minimax,beam,False,,21,0.25,4,0,44.75,10.5,20.7575,6.2862,11701.25,,,
full,minimax,beam,False,,21,0.35,4,0,50,0.0,14.3255,4.9912,8310.75,,,
full,minimax,beam,True,,11,0.15,5,0.8,28.8,13.6088,20.1134,9.0287,11884.6,,,
full,minimax,beam,True,,11,0.25,3,0.3333,39.6667,17.8979,19.4701,8.4779,11387.3333,,,
full,minimax,beam,True,,11,0.35,4,0.5,23,9.3808,8.2472,1.7006,4923.75,,,
full,minimax,beam,True,,13,0.15,5,0.6,35.4,13.5019,26.4645,8.2428,15479.2,,,
full,minimax,beam,True,,13,0.25,5,0.6,29.2,11.9875,13.5086,5.3539,7881.4,,,
full,minimax,beam,True,,13,0.35,3,0.3333,13.6667,8.1445,6.1976,3.4406,3660.3333,,,
full,minimax,beam,True,,17,0.15,5,0.2,46.2,8.4971,21.3447,10.4543,12867.4,,,
full,minimax,beam,True,,17,0.25,5,0,32.8,11.9875,15.1406,4.5959,8966.2,,,
full,minimax,beam,True,,17,0.35,5,0,46.8,7.1554,12.4021,7.2417,6640.6,,,
full,minimax,beam,True,,21,0.15,4,0,50,0.0,33.1425,7.5916,19089.5,,,
full,minimax,beam,True,,21,0.25,4,0,45.25,9.5,20.5632,7.1638,11553.75,,,
full,minimax,beam,True,,21,0.35,4,0,43.75,12.5,14.4477,8.1081,8400.5,,,
full,minimax,greedy,False,,11,0.15,5,0.6,31.4,16.9794,17.0391,7.2738,10229.6,,,
full,minimax,greedy,False,,11,0.25,5,0.4,39,15.2643,16.5496,4.2829,9722,,,
full,minimax,greedy,False,,11,0.35,5,0.4,37.6,16.9794,11.5429,5.5288,6842.4,,,
full,minimax,greedy,False,,13,0.15,5,0.8,30.8,10.9636,16.5551,2.2802,10249,,,
full,minimax,greedy,False,,13,0.25,5,0,44,13.4164,18.6412,10.5143,11018.4,,,
full,minimax,greedy,False,,13,0.35,5,0.2,46.8,7.1554,16.2764,10.4915,8988.2,,,
full,minimax,greedy,False,,17,0.15,5,0.2,46.2,8.4971,21.3677,12.0479,12539.4,,,
full,minimax,greedy,False,,17,0.25,5,0,50,0.0,17.8222,8.8287,10334.6,,,
full,minimax,greedy,False,,17,0.35,5,0,50,0.0,11.5002,5.3158,6608.6,,,
full,minimax,greedy,False,,21,0.15,5,0,50,0.0,25.1467,12.5829,14972.2,,,
full,minimax,greedy,False,,21,0.25,5,0,50,0.0,19.8868,4.957,11456,,,
full,minimax,greedy,False,,21,0.35,5,0,50,0.0,13.8387,2.5583,8007.4,,,
full,minimax,greedy,True,,11,0.15,5,0.6,31.4,16.9794,18.0819,8.1204,10859,,,
full,minimax,greedy,True,,11,0.25,5,0.8,22.6,6.8775,11.4698,2.3983,6979,,,
full,minimax,greedy,True,,11,0.35,5,0.4,37.6,16.9794,13.6108,8.0919,8135.6,,,
full,minimax,greedy,True,,13,0.15,5,0.8,30.8,10.9636,16.9872,3.5528,9942.2,,,
full,minimax,greedy,True,,13,0.25,5,0.8,31.4,10.7842,14.9478,5.6447,8996.2,,,
full,minimax,greedy,True,,13,0.35,5,0,38.2,16.3463,10.6313,2.7013,6444.4,,,
full,minimax,greedy,True,,17,0.15,5,0.2,46.2,8.4971,19.6191,10.5342,11776.8,,,
full,minimax,greedy,True,,17,0.25,5,0,50,0.0,18.3195,5.2536,10718,,,
full,minimax,greedy,True,,17,0.35,5,0,50,0.0,11.7621,5.9266,6475.8,,,
full,minimax,greedy,True,,21,0.15,5,0.2,48.6,3.1305,28.327,8.4129,16671.4,,,
full,minimax,greedy,True,,21,0.25,5,0,50,0.0,18.9164,4.5632,10717,,,
