mode,agent,pursuer,size,density,seed,dynamic,visibility_radius,outcome,win,steps,nodes_expanded,time_ms,cells_explored,wall_shifts,phase_switch_step,error
full,alpha_beta,beam,13,0.35,13352,False,,error,0,,,,,,,AssertionError: Start is a wall
full,alpha_beta,astar,13,0.35,13352,False,,error,0,,,,,,,AssertionError: Start is a wall
full,expectimax,beam,13,0.35,13352,False,,error,0,,,,,,,AssertionError: Start is a wall
full,expectimax,astar,13,0.35,13352,False,,error,0,,,,,,,AssertionError: Start is a wall
full,lrta,beam,13,0.35,13352,False,,error,0,,,,,,,AssertionError: Start is a wall
full,lrta,astar,13,0.35,13352,False,,error,0,,,,,,,AssertionError: Start is a wall
full,hill_climb,beam,13,0.35,13352,False,,error,0,,,,,,,AssertionError: Start is a wall
full,hill_climb,astar,13,0.35,13352,False,,error,0,,,,,,,AssertionError: Start is a wall
full,beam_search,beam,13,0.35,13352,False,,error,0,,,,,,,AssertionError: Start is a wall
full,beam_search,astar,13,0.35,13352,False,,error,0,,,,,,,AssertionError: Start is a wall
full,minimax,beam,13,0.35,13352,True,,error,0,,,,,,,AssertionError: Start is a wall
full,minimax,astar,13,0.35,13352,True,,error,0,,,,,,,AssertionError: Start is a wall
full,alpha_beta,beam,13,0.35,13352,True,,error,0,,,,,,,AssertionError: Start is a wall
full,alpha_beta,astar,13,0.35,13352,True,,error,0,,,,,,,AssertionError: Start is a wall
full,expectimax,beam,13,0.35,13352,True,,error,0,,,,,,,AssertionError: Start is a wall
full,expectimax,astar,13,0.35,13352,True,,error,0,,,,,,,AssertionError: Start is a wall
full,lrta,beam,13,0.35,13352,True,,error,0,,,,,,,AssertionError: Start is a wall
full,lrta,astar,13,0.35,13352,True,,error,0,,,,,,,AssertionError: Start is a wall
full,hill_climb,beam,13,0.35,13352,True,,error,0,,,,,,,AssertionError: Start is a wall
full,hill_climb,astar,13,0.35,13352,True,,error,0,,,,,,,AssertionError: Start is a wall
full,beam_search,beam,13,0.35,13352,True,,error,0,,,,,,,AssertionError: Start is a wall
full,beam_search,astar,13,0.35,13352,True,,error,0,,,,,,,AssertionError: Start is a wall
full,minimax,beam,21,0.15,21150,False,,error,0,,,,,,,AssertionError: Start is a wall
full,minimax,astar,21,0.15,21150,False,,error,0,,,,,,,AssertionError: Start is a wall
full,alpha_beta,beam,21,0.15,21150,False,,error,0,,,,,,,AssertionError: Start is a wall
full,alpha_beta,astar,21,0.15,21150,False,,error,0,,,,,,,AssertionError: Start is a wall
full,expectimax,beam,21,0.15,21150,False,,error,0,,,,,,,AssertionError: Start is a wall
full,expectimax,astar,21,0.15,21150,False,,error,0,,,,,,,AssertionError: Start is a wall
full,lrta,beam,21,0.15,21150,False,,error,0,,,,,,,AssertionError: Start is a wall
full,lrta,astar,21,0.15,21150,False,,error,0,,,,,,,AssertionError: Start is a wall
full,hill_climb,beam,21,0.15,21150,False,,error,0,,,,,,,AssertionError: Start is a wall
full,hill_climb,astar,21,0.15,21150,False,,error,0,,,,,,,AssertionError: Start is a wall
full,beam_search,beam,21,0.15,21150,False,,error,0,,,,,,,AssertionError: Start is a wall
full,beam_search,astar,21,0.15,21150,False,,error,0,,,,,,,AssertionError: Start is a wall
full,minimax,beam,21,0.15,21150,True,,error,0,,,,,,,AssertionError: Start is a wall
full,minimax,astar,21,0.15,21150,True,,error,0,,,,,,,AssertionError: Start is a wall
full,alpha_beta,beam,21,0.15,21150,True,,error,0,,,,,,,AssertionError: Start is a wall
full,alpha_beta,astar,21,0.15,21150,True,,error,0,,,,,,,AssertionError: Start is a wall
full,expectimax,beam,21,0.15,21150,True,,error,0,,,,,,,AssertionError: Start is a wall
full,expectimax,astar,21,0.15,21150,True,,error,0,,,,,,,AssertionError: Start is a wall
full,lrta,beam,21,0.15,21150,True,,error,0,,,,,,,AssertionError: Start is a wall
full,lrta,astar,21,0.15,21150,True,,error,0,,,,,,,AssertionError: Start is a wall
full,hill_climb,beam,21,0.15,21150,True,,error,0,,,,,,,AssertionError: Start is a wall
full,hill_climb,astar,21,0.15,21150,True,,error,0,,,,,,,AssertionError: Start is a wall
full,beam_search,beam,21,0.15,21150,True,,error,0,,,,,,,AssertionError: Start is a wall
full,beam_search,astar,21,0.15,21150,True,,error,0,,,,,,,AssertionError: Start is a wall
full,minimax,beam,21,0.25,21250,False,,error,0,,,,,,,AssertionError: Start is a wall
full,minimax,astar,21,0.25,21250,False,,error,0,,,,,,,AssertionError: Start is a wall
full,alpha_beta,beam,21,0.25,21250,False,,error,0,,,,,,,AssertionError: Start is a wall
full,alpha_beta,astar,21,0.25,21250,False,,error,0,,,,,,,AssertionError: Start is a wall
full,expectimax,beam,21,0.25,21250,False,,error,0,,,,,,,AssertionError: Start is a wall
full,expectimax,astar,21,0.25,21250,False,,error,0,,,,,,,AssertionError: Start is a wall
full,lrta,beam,21,0.25,21250,False,,error,0,,,,,,,AssertionError: Start is a wall
full,lrta,astar,21,0.25,21250,False,,error,0,,,,,,,AssertionError: Start is a wall
full,hill_climb,beam,21,0.25,21250,False,,error,0,,,,,,,AssertionError: Start is a wall
full,hill_climb,astar,21,0.25,21250,False,,error,0,,,,,,,AssertionError: Start is a wall
full,beam_search,beam,21,0.25,21250,False,,error,0,,,,,,,AssertionError: Start is a wall
full,beam_search,astar,21,0.25,21250,False,,error,0,,,,,,,AssertionError: Start is a wall
full,minimax,beam,21,0.25,21250,True,,error,0,,,,,,,AssertionError: Start is a wall
full,minimax,astar,21,0.25,21250,True,,error,0,,,,,,,AssertionError: Start is a wall
full,alpha_beta,beam,21,0.25,21250,True,,error,0,,,,,,,AssertionError: Start is a wall
full,alpha_beta,astar,21,0.25,21250,True,,error,0,,,,,,,AssertionError: Start is a wall
full,expectimax,beam,21,0.25,21250,True,,error,0,,,,,,,AssertionError: Start is a wall
full,expectimax,astar,21,0.25,21250,True,,error,0,,,,,,,AssertionError: Start is a wall
full,lrta,beam,21,0.25,21250,True,,error,0,,,,,,,AssertionError: Start is a wall
full,lrta,astar,21,0.25,21250,True,,error,0,,,,,,,AssertionError: Start is a wall
full,hill_climb,beam,21,0.25,21250,True,,error,0,,,,,,,AssertionError: Start is a wall
full,hill_climb,astar,21,0.25,21250,True,,error,0,,,,,,,AssertionError: Start is a wall
full,beam_search,beam,21,0.25,21250,True,,error,0,,,,,,,AssertionError: Start is a wall
full,beam_search,astar,21,0.25,21250,True,,error,0,,,,,,,AssertionError: Start is a wall
full,minimax,beam,21,0.35,21350,False,,error,0,,,,,,,AssertionError: Start is a wall
full,minimax,astar,21,0.35,21350,False,,error,0,,,,,,,AssertionError: Start is a wall
full,alpha_beta,beam,21,0.35,21350,False,,error,0,,,,,,,AssertionError: Start is a wall
full,alpha_beta,astar,21,0.35,21350,False,,error,0,,,,,,,AssertionError: Start is a wall
full,expectimax,beam,21,0.35,21350,False,,error,0,,,,,,,AssertionError: Start is a wall
full,expectimax,astar,21,0.35,21350,False,,error,0,,,,,,,AssertionError: Start is a wall
full,lrta,beam,21,0.35,21350,False,,error,0,,,,,,,AssertionError: Start is a wall
full,lrta,astar,21,0.35,21350,False,,error,0,,,,,,,AssertionError: Start is a wall
full,hill_climb,beam,21,0.35,21350,False,,error,0,,,,,,,AssertionError: Start is a wall
full,hill_climb,astar,21,0.35,21350,False,,error,0,,,,,,,AssertionError: Start is a wall
full,beam_search,beam,21,0.35,21350,False,,error,0,,,,,,,AssertionError: Start is a wall
full,beam_search,astar,21,0.35,21350,False,,error,0,,,,,,,AssertionError: Start is a wall
full,minimax,beam,21,0.35,21350,True,,error,0,,,,,,,AssertionError: Start is a wall
full,minimax,astar,21,0.35,21350,True,,error,0,,,,,,,AssertionError: Start is a wall
full,alpha_beta,beam,21,0.35,21350,True,,error,0,,,,,,,AssertionError: Start is a wall
full,alpha_beta,astar,21,0.35,21350,True,,error,0,,,,,,,AssertionError: Start is a wall
full,expectimax,beam,21,0.35,21350,True,,error,0,,,,,,,AssertionError: Start is a wall
full,expectimax,astar,21,0.35,21350,True,,error,0,,,,,,,AssertionError: Start is a wall
full,lrta,beam,21,0.35,21350,True,,error,0,,,,,,,AssertionError: Start is a wall
full,lrta,astar,21,0.35,21350,True,,error,0,,,,,,,AssertionError: Start is a wall
full,hill_climb,beam,21,0.35,21350,True,,error,0,,,,,,,AssertionError: Start is a wall
full,hill_climb,astar,21,0.35,21350,True,,error,0,,,,,,,AssertionError: Start is a wall
full,beam_search,beam,21,0.35,21350,True,,error,0,,,,,,,AssertionError: Start is a wall
full,beam_search,astar,21,0.35,21350,True,,error,0,,,,,,,AssertionError: Start is a wall
partial,online_astar,beam,11,0.35,16354,False,2,error,0,,,,,,,AssertionError: Start is a wall
partial,online_astar,astar,11,0.35,16354,False,2,error,0,,,,,,,AssertionError: Start is a wall
partial,online_lrta,beam,11,0.35,16354,False,2,error,0,,,,,,,AssertionError: Start is a wall
partial,online_lrta,astar,11,0.35,16354,False,2,error,0,,,,,,,AssertionError: Start is a wall
partial,exploration,beam,11,0.35,16354,False,2,error,0,,,,,,,AssertionError: Start is a wall
partial,exploration,astar,11,0.35,16354,False,2,error,0,,,,,,,AssertionError: Start is a wall
partial,online_astar,beam,11,0.35,16354,False,4,error,0,,,,,,,AssertionError: Start is a wall
partial,online_astar,astar,11,0.35,16354,False,4,error,0,,,,,,,AssertionError: Start is a wall
partial,online_lrta,beam,11,0.35,16354,False,4,error,0,,,,,,,AssertionError: Start is a wall
partial,online_lrta,astar,11,0.35,16354,False,4,error,0,,,,,,,AssertionError: Start is a wall
partial,exploration,beam,11,0.35,16354,False,4,error,0,,,,,,,AssertionError: Start is a wall
partial,exploration,astar,11,0.35,16354,False,4,error,0,,,,,,,AssertionError: Start is a wall
partial,online_astar,beam,11,0.35,16354,False,6,error,0,,,,,,,AssertionError: Start is a wall
partial,online_astar,astar,11,0.35,16354,False,6,error,0,,,,,,,AssertionError: Start is a wall
partial,online_lrta,beam,11,0.35,16354,False,6,error,0,,,,,,,AssertionError: Start is a wall
partial,online_lrta,astar,11,0.35,16354,False,6,error,0,,,,,,,AssertionError: Start is a wall
partial,exploration,beam,11,0.35,16354,False,6,error,0,,,,,,,AssertionError: Start is a wall
partial,exploration,astar,11,0.35,16354,False,6,error,0,,,,,,,AssertionError: Start is a wall
partial,online_astar,beam,11,0.35,16354,True,2,error,0,,,,,,,AssertionError: Start is a wall
partial,online_astar,astar,11,0.35,16354,True,2,error,0,,,,,,,AssertionError: Start is a wall
partial,online_lrta,beam,11,0.35,16354,True,2,error,0,,,,,,,AssertionError: Start is a wall
partial,online_lrta,astar,11,0.35,16354,True,2,error,0,,,,,,,AssertionError: Start is a wall
partial,exploration,beam,11,0.35,16354,True,2,error,0,,,,,,,AssertionError: Start is a wall
partial,exploration,astar,11,0.35,16354,True,2,error,0,,,,,,,AssertionError: Start is a wall
partial,online_astar,beam,11,0.35,16354,True,4,error,0,,,,,,,AssertionError: Start is a wall
partial,online_astar,astar,11,0.35,16354,True,4,error,0,,,,,,,AssertionError: Start is a wall
partial,online_lrta,beam,11,0.35,16354,True,4,error,0,,,,,,,AssertionError: Start is a wall
partial,online_lrta,astar,11,0.35,16354,True,4,error,0,,,,,,,AssertionError: Start is a wall
partial,exploration,beam,11,0.35,16354,True,4,error,0,,,,,,,AssertionError: Start is a wall
partial,exploration,astar,11,0.35,16354,True,4,error,0,,,,,,,AssertionError: Start is a wall
partial,online_astar,beam,11,0.35,16354,True,6,error,0,,,,,,,AssertionError: Start is a wall
partial,online_astar,astar,11,0.35,16354,True,6,error,0,,,,,,,AssertionError: Start is a wall
partial,online_lrta,beam,11,0.35,16354,True,6,error,0,,,,,,,AssertionError: Start is a wall
partial,online_lrta,astar,11,0.35,16354,True,6,error,0,,,,,,,AssertionError: Start is a wall
partial,exploration,beam,11,0.35,16354,True,6,error,0,,,,,,,AssertionError: Start is a wall
partial,exploration,astar,11,0.35,16354,True,6,error,0,,,,,,,AssertionError: Start is a wall
