mode,agent,pursuer,size,density,seed,dynamic,visibility_radius,outcome,win,steps,nodes_expanded,time_ms,cells_explored,wall_shifts,phase_switch_step,error
full,expectimax,astar,11,0.15,11150,True,,agent_win,1,19,8945,21.4446,,,,
full,lrta,random,11,0.15,11150,True,,pursuer_win,0,6,0,0.0392,,,,
full,lrta,greedy,11,0.15,11150,True,,pursuer_win,0,5,0,0.0257,,,,
full,lrta,beam,11,0.15,11150,True,,pursuer_win,0,5,0,0.0319,,,,
full,lrta,astar,11,0.15,11150,True,,pursuer_win,0,5,0,0.0304,,,,
full,hill_climb,random,11,0.15,11150,True,,pursuer_win,0,6,57,0.2297,,,,
full,hill_climb,greedy,11,0.15,11150,True,,pursuer_win,0,5,50,0.1899,,,,
full,hill_climb,beam,11,0.15,11150,True,,pursuer_win,0,5,50,0.1989,,,,
full,hill_climb,astar,11,0.15,11150,True,,pursuer_win,0,5,50,0.1991,,,,
full,beam_search,random,11,0.15,11150,True,,pursuer_win,0,6,216,0.8297,,,,
full,beam_search,greedy,11,0.15,11150,True,,pursuer_win,0,5,183,0.6459,,,,
full,beam_search,beam,11,0.15,11150,True,,pursuer_win,0,5,183,0.6946,,,,
full,beam_search,astar,11,0.15,11150,True,,pursuer_win,0,5,183,0.6752,,,,
full,minimax,random,11,0.15,11151,False,,timeout,0,50,13050,22.8054,,,,
full,minimax,greedy,11,0.15,11151,False,,timeout,0,50,9753,18.2525,,,,
full,minimax,beam,11,0.15,11151,False,,timeout,0,50,16577,28.3761,,,,
full,minimax,astar,11,0.15,11151,False,,timeout,0,50,16577,31.7533,,,,
full,alpha_beta,random,11,0.15,11151,False,,timeout,0,50,7084,15.9935,,,,
full,alpha_beta,greedy,11,0.15,11151,False,,timeout,0,50,5061,10.891,,,,
full,alpha_beta,beam,11,0.15,11151,False,,timeout,0,50,7999,15.6568,,,,
full,alpha_beta,astar,11,0.15,11151,False,,timeout,0,50,7999,16.5905,,,,
full,expectimax,random,11,0.15,11151,False,,timeout,0,50,13050,34.0393,,,,
full,expectimax,greedy,11,0.15,11151,False,,timeout,0,50,9753,23.6658,,,,
full,expectimax,beam,11,0.15,11151,False,,pursuer_win,0,21,6605,16.0905,,,,
full,expectimax,astar,11,0.15,11151,False,,pursuer_win,0,21,6605,16.0599,,,,
full,lrta,random,11,0.15,11151,False,,pursuer_win,0,14,0,0.0679,,,,
full,lrta,greedy,11,0.15,11151,False,,agent_win,1,21,0,0.0927,,,,
full,lrta,beam,11,0.15,11151,False,,pursuer_win,0,14,0,0.1001,,,,
full,lrta,astar,11,0.15,11151,False,,pursuer_win,0,10,0,0.0599,,,,
full,hill_climb,random,11,0.15,11151,False,,timeout,0,50,99,0.3576,,,,
full,hill_climb,greedy,11,0.15,11151,False,,timeout,0,50,99,0.3485,,,,
full,hill_climb,beam,11,0.15,11151,False,,timeout,0,50,99,0.4861,,,,
full,hill_climb,astar,11,0.15,11151,False,,pursuer_win,0,12,42,0.1786,,,,
full,beam_search,random,11,0.15,11151,False,,pursuer_win,0,11,349,1.3224,,,,
full,beam_search,greedy,11,0.15,11151,False,,agent_win,1,19,448,1.8333,,,,
full,beam_search,beam,11,0.15,11151,False,,pursuer_win,0,12,369,1.4921,,,,
full,beam_search,astar,11,0.15,11151,False,,pursuer_win,0,9,303,1.3482,,,,
full,minimax,random,11,0.15,11151,True,,timeout,0,50,12210,21.4563,,,,
full,minimax,greedy,11,0.15,11151,True,,timeout,0,50,10824,19.1093,,,,
full,minimax,beam,11,0.15,11151,True,,agent_win,1,35,13469,23.0505,,,,
full,minimax,astar,11,0.15,11151,True,,agent_win,1,35,13469,24.174,,,,
full,alpha_beta,random,11,0.15,11151,True,,timeout,0,50,6295,13.7575,,,,
full,alpha_beta,greedy,11,0.15,11151,True,,timeout,0,50,5005,11.6981,,,,
full,alpha_beta,beam,11,0.15,11151,True,,agent_win,1,35,6225,13.8991,,,,
full,alpha_beta,astar,11,0.15,11151,True,,agent_win,1,35,6225,12.4097,,,,
full,expectimax,random,11,0.15,11151,True,,timeout,0,50,12678,32.9262,,,,
full,expectimax,greedy,11,0.15,11151,True,,timeout,0,50,10824,31.6465,,,,
full,expectimax,beam,11,0.15,11151,True,,timeout,0,50,16923,37.5295,,,,
full,expectimax,astar,11,0.15,11151,True,,timeout,0,50,16923,35.1228,,,,
full,lrta,random,11,0.15,11151,True,,pursuer_win,0,12,0,0.0633,,,,
full,lrta,greedy,11,0.15,11151,True,,agent_win,1,25,0,0.1228,,,,
full,lrta,beam,11,0.15,11151,True,,pursuer_win,0,18,0,0.1105,,,,
full,lrta,astar,11,0.15,11151,True,,pursuer_win,0,13,0,0.0935,,,,
full,hill_climb,random,11,0.15,11151,True,,agent_win,1,35,150,0.6219,,,,
full,hill_climb,greedy,11,0.15,11151,True,,pursuer_win,0,43,111,0.4522,,,,
full,hill_climb,beam,11,0.15,11151,True,,pursuer_win,0,46,93,0.3844,,,,
full,hill_climb,astar,11,0.15,11151,True,,pursuer_win,0,18,51,0.2651,,,,
full,beam_search,random,11,0.15,11151,True,,agent_win,1,19,458,1.7595,,,,
full,beam_search,greedy,11,0.15,11151,True,,agent_win,1,23,635,2.4568,,,,
full,beam_search,beam,11,0.15,11151,True,,pursuer_win,0,15,531,1.86,,,,
full,beam_search,astar,11,0.15,11151,True,,pursuer_win,0,12,454,1.656,,,,
full,minimax,random,11,0.25,11250,False,,agent_win,1,19,5083,8.7601,,,,
full,minimax,greedy,11,0.25,11250,False,,agent_win,1,26,7472,12.0485,,,,
full,minimax,beam,11,0.25,11250,False,,agent_win,1,26,7334,12.2056,,,,
full,minimax,astar,11,0.25,11250,False,,agent_win,1,26,7334,13.0517,,,,
full,alpha_beta,random,11,0.25,11250,False,,agent_win,1,19,2243,4.1887,,,,
full,alpha_beta,greedy,11,0.25,11250,False,,agent_win,1,26,3632,6.7161,,,,
full,alpha_beta,beam,11,0.25,11250,False,,agent_win,1,26,3475,6.2059,,,,
full,alpha_beta,astar,11,0.25,11250,False,,agent_win,1,26,3475,6.7182,,,,
full,expectimax,random,11,0.25,11250,False,,agent_win,1,19,5083,11.059,,,,
full,expectimax,greedy,11,0.25,11250,False,,agent_win,1,28,8881,19.6879,,,,
full,expectimax,beam,11,0.25,11250,False,,agent_win,1,28,9171,19.8533,,,,
full,expectimax,astar,11,0.25,11250,False,,agent_win,1,19,6728,14.1634,,,,
full,lrta,random,11,0.25,11250,False,,agent_win,1,19,0,0.0879,,,,
full,lrta,greedy,11,0.25,11250,False,,pursuer_win,0,14,0,0.0673,,,,
full,lrta,beam,11,0.25,11250,False,,pursuer_win,0,14,0,0.0762,,,,
full,lrta,astar,11,0.25,11250,False,,pursuer_win,0,14,0,0.0789,,,,
full,hill_climb,random,11,0.25,11250,False,,agent_win,1,19,210,0.8077,,,,
full,hill_climb,greedy,11,0.25,11250,False,,pursuer_win,0,14,189,0.7939,,,,
full,hill_climb,beam,11,0.25,11250,False,,pursuer_win,0,14,189,0.7246,,,,
full,hill_climb,astar,11,0.25,11250,False,,pursuer_win,0,14,189,0.7205,,,,
full,beam_search,random,11,0.25,11250,False,,agent_win,1,19,396,1.5472,,,,
full,beam_search,greedy,11,0.25,11250,False,,pursuer_win,0,14,355,1.3342,,,,
full,beam_search,beam,11,0.25,11250,False,,pursuer_win,0,14,355,1.3089,,,,
full,beam_search,astar,11,0.25,11250,False,,pursuer_win,0,14,355,1.2178,,,,
full,minimax,random,11,0.25,11250,True,,agent_win,1,19,5165,9.087,,,,
full,minimax,greedy,11,0.25,11250,True,,agent_win,1,26,7042,12.0274,,,,
full,minimax,beam,11,0.25,11250,True,,agent_win,1,19,5938,9.4348,,,,
full,minimax,astar,11,0.25,11250,True,,agent_win,1,19,5868,9.5455,,,,
full,alpha_beta,random,11,0.25,11250,True,,agent_win,1,19,2406,4.4957,,,,
full,alpha_beta,greedy,11,0.25,11250,True,,agent_win,1,26,3463,6.0963,,,,
full,alpha_beta,beam,11,0.25,11250,True,,agent_win,1,19,2948,5.4352,,,,
full,alpha_beta,astar,11,0.25,11250,True,,agent_win,1,19,3025,5.9761,,,,
full,expectimax,random,11,0.25,11250,True,,agent_win,1,19,5165,11.6709,,,,
full,expectimax,greedy,11,0.25,11250,True,,agent_win,1,32,10533,22.7626,,,,
full,expectimax,beam,11,0.25,11250,True,,agent_win,1,32,10823,23.5061,,,,
full,expectimax,astar,11,0.25,11250,True,,agent_win,1,19,6472,14.4231,,,,
full,lrta,random,11,0.25,11250,True,,agent_win,1,19,0,0.0994,,,,
full,lrta,greedy,11,0.25,11250,True,,pursuer_win,0,14,0,0.0719,,,,
full,lrta,beam,11,0.25,11250,True,,agent_win,1,19,0,0.1257,,,,
full,lrta,astar,11,0.25,11250,True,,agent_win,1,19,0,0.1222,,,,
full,hill_climb,random,11,0.25,11250,True,,agent_win,1,19,210,0.8526,,,,
full,hill_climb,greedy,11,0.25,11250,True,,pursuer_win,0,14,189,0.755,,,,
full,hill_climb,beam,11,0.25,11250,True,,agent_win,1,19,210,1.0516,,,,
full,hill_climb,astar,11,0.25,11250,True,,agent_win,1,19,210,0.947,,,,
full,beam_search,random,11,0.25,11250,True,,agent_win,1,19,394,1.5432,,,,
full,beam_search,greedy,11,0.25,11250,True,,pursuer_win,0,14,352,1.5808,,,,
full,beam_search,beam,11,0.25,11250,True,,agent_win,1,19,393,1.5356,,,,
full,beam_search,astar,11,0.25,11250,True,,agent_win,1,19,393,1.8032,,,,
full,minimax,random,11,0.25,11251,False,,timeout,0,50,10557,17.7266,,,,
full,minimax,greedy,11,0.25,11251,False,,timeout,0,50,11897,19.5975,,,,
full,minimax,beam,11,0.25,11251,False,,pursuer_win,0,16,5029,8.3461,,,,
full,minimax,astar,11,0.25,11251,False,,pursuer_win,0,16,5029,8.2292,,,,
full,alpha_beta,random,11,0.25,11251,False,,timeout,0,50,4770,9.595,,,,
full,alpha_beta,greedy,11,0.25,11251,False,,timeout,0,50,5923,11.1077,,,,
full,alpha_beta,beam,11,0.25,11251,False,,pursuer_win,0,16,2198,4.1512,,,,
full,alpha_beta,astar,11,0.25,11251,False,,pursuer_win,0,16,2198,3.9101,,,,
full,expectimax,random,11,0.25,11251,False,,timeout,0,50,10638,23.5492,,,,
full,expectimax,greedy,11,0.25,11251,False,,timeout,0,50,11955,28.2881,,,,
full,expectimax,beam,11,0.25,11251,False,,pursuer_win,0,17,5119,11.1864,,,,
full,expectimax,astar,11,0.25,11251,False,,pursuer_win,0,17,5119,10.5093,,,,
full,lrta,random,11,0.25,11251,False,,agent_win,1,25,0,0.1157,,,,
full,lrta,greedy,11,0.25,11251,False,,pursuer_win,0,16,0,0.0726,,,,
full,lrta,beam,11,0.25,11251,False,,pursuer_win,0,15,0,0.0853,,,,
full,lrta,astar,11,0.25,11251,False,,pursuer_win,0,15,0,0.086,,,,
full,hill_climb,random,11,0.25,11251,False,,timeout,0,50,159,0.5787,,,,
full,hill_climb,greedy,11,0.25,11251,False,,timeout,0,50,159,0.5672,,,,
full,hill_climb,beam,11,0.25,11251,False,,pursuer_win,0,16,108,0.4068,,,,
full,hill_climb,astar,11,0.25,11251,False,,pursuer_win,0,16,108,0.4783,,,,
full,beam_search,random,11,0.25,11251,False,,agent_win,1,19,448,1.5886,,,,
full,beam_search,greedy,11,0.25,11251,False,,pursuer_win,0,13,389,1.2686,,,,
full,beam_search,beam,11,0.25,11251,False,,pursuer_win,0,13,389,1.413,,,,
full,beam_search,astar,11,0.25,11251,False,,pursuer_win,0,13,389,1.442,,,,
full,minimax,random,11,0.25,11251,True,,timeout,0,50,9705,16.1262,,,,
full,minimax,greedy,11,0.25,11251,True,,pursuer_win,0,16,4475,6.9727,,,,
full,minimax,beam,11,0.25,11251,True,,pursuer_win,0,16,4466,6.9689,,,,
full,minimax,astar,11,0.25,11251,True,,pursuer_win,0,16,4545,8.0989,,,,
full,alpha_beta,random,11,0.25,11251,True,,timeout,0,50,4263,8.2141,,,,
full,alpha_beta,greedy,11,0.25,11251,True,,pursuer_win,0,16,1991,3.8868,,,,
full,alpha_beta,beam,11,0.25,11251,True,,pursuer_win,0,16,1974,3.7438,,,,
full,alpha_beta,astar,11,0.25,11251,True,,pursuer_win,0,16,1982,3.7743,,,,
full,expectimax,random,11,0.25,11251,True,,timeout,0,50,9774,22.0942,,,,
full,expectimax,greedy,11,0.25,11251,True,,agent_win,1,26,8236,17.6734,,,,
full,expectimax,beam,11,0.25,11251,True,,agent_win,1,26,8227,17.773,,,,
full,expectimax,astar,11,0.25,11251,True,,agent_win,1,26,8306,17.9039,,,,
full,lrta,random,11,0.25,11251,True,,agent_win,1,25,0,0.1249,,,,
full,lrta,greedy,11,0.25,11251,True,,pursuer_win,0,15,0,0.0719,,,,
full,lrta,beam,11,0.25,11251,True,,pursuer_win,0,15,0,0.0872,,,,
full,lrta,astar,11,0.25,11251,True,,pursuer_win,0,15,0,0.0852,,,,
full,hill_climb,random,11,0.25,11251,True,,timeout,0,50,159,0.6,,,,
full,hill_climb,greedy,11,0.25,11251,True,,pursuer_win,0,16,108,0.4307,,,,
full,hill_climb,beam,11,0.25,11251,True,,pursuer_win,0,16,108,0.4499,,,,
full,hill_climb,astar,11,0.25,11251,True,,pursuer_win,0,16,108,0.4707,,,,
full,beam_search,random,11,0.25,11251,True,,agent_win,1,19,445,1.5814,,,,
full,beam_search,greedy,11,0.25,11251,True,,pursuer_win,0,14,330,1.1429,,,,
full,beam_search,beam,11,0.25,11251,True,,pursuer_win,0,14,330,1.2009,,,,
full,beam_search,astar,11,0.25,11251,True,,pursuer_win,0,14,330,1.4807,,,,
full,minimax,random,13,0.15,13150,False,,timeout,0,50,12863,21.0278,,,,
full,minimax,greedy,13,0.15,13150,False,,agent_win,1,27,9677,16.0728,,,,
full,minimax,beam,13,0.15,13150,False,,timeout,0,50,18716,30.242,,,,
full,minimax,astar,13,0.15,13150,False,,timeout,0,50,18716,29.7644,,,,
full,alpha_beta,random,13,0.15,13150,False,,timeout,0,50,6640,13.3246,,,,
full,alpha_beta,greedy,13,0.15,13150,False,,agent_win,1,27,4788,9.1477,,,,
full,alpha_beta,beam,13,0.15,13150,False,,timeout,0,50,8910,17.0843,,,,
full,alpha_beta,astar,13,0.15,13150,False,,timeout,0,50,8910,17.1008,,,,
full,expectimax,random,13,0.15,13150,False,,timeout,0,50,9242,20.0611,,,,
full,expectimax,greedy,13,0.15,13150,False,,pursuer_win,0,14,2295,4.6743,,,,
full,expectimax,beam,13,0.15,13150,False,,pursuer_win,0,14,2295,5.312,,,,
full,expectimax,astar,13,0.15,13150,False,,pursuer_win,0,14,2295,5.4797,,,,
full,lrta,random,13,0.15,13150,False,,agent_win,1,27,0,0.1835,,,,
full,lrta,greedy,13,0.15,13150,False,,agent_win,1,27,0,0.1403,,,,
full,lrta,beam,13,0.15,13150,False,,pursuer_win,0,8,0,0.0572,,,,
full,lrta,astar,13,0.15,13150,False,,pursuer_win,0,8,0,0.0608,,,,
full,hill_climb,random,13,0.15,13150,False,,timeout,0,50,275,1.3261,,,,
full,hill_climb,greedy,13,0.15,13150,False,,timeout,0,50,275,1.7503,,,,
full,hill_climb,beam,13,0.15,13150,False,,pursuer_win,0,8,140,0.6475,,,,
full,hill_climb,astar,13,0.15,13150,False,,pursuer_win,0,8,140,0.5763,,,,
full,beam_search,random,13,0.15,13150,False,,agent_win,1,25,794,2.9402,,,,
full,beam_search,greedy,13,0.15,13150,False,,agent_win,1,25,794,2.9769,,,,
full,beam_search,beam,13,0.15,13150,False,,pursuer_win,0,8,407,1.5335,,,,
full,beam_search,astar,13,0.15,13150,False,,pursuer_win,0,8,407,1.7017,,,,
full,minimax,random,13,0.15,13150,True,,timeout,0,50,18078,34.4605,,,,
full,minimax,greedy,13,0.15,13150,True,,agent_win,1,27,9677,18.9323,,,,
full,minimax,beam,13,0.15,13150,True,,timeout,0,50,18325,31.1767,,,,
full,minimax,astar,13,0.15,13150,True,,timeout,0,50,18325,32.4073,,,,
full,alpha_beta,random,13,0.15,13150,True,,timeout,0,50,7558,14.2355,,,,
full,alpha_beta,greedy,13,0.15,13150,True,,agent_win,1,27,4788,10.1393,,,,
full,alpha_beta,beam,13,0.15,13150,True,,timeout,0,50,8756,18.3258,,,,
full,alpha_beta,astar,13,0.15,13150,True,,timeout,0,50,8756,18.0709,,,,
full,expectimax,random,13,0.15,13150,True,,timeout,0,50,17129,37.5166,,,,
full,expectimax,greedy,13,0.15,13150,True,,timeout,0,50,20375,47.1103,,,,
full,expectimax,beam,13,0.15,13150,True,,timeout,0,50,23144,51.9038,,,,
full,expectimax,astar,13,0.15,13150,True,,timeout,0,50,23144,51.0862,,,,
full,lrta,random,13,0.15,13150,True,,agent_win,1,25,0,0.138,,,,
full,lrta,greedy,13,0.15,13150,True,,agent_win,1,31,0,0.1637,,,,
full,lrta,beam,13,0.15,13150,True,,pursuer_win,0,8,0,0.0521,,,,
full,lrta,astar,13,0.15,13150,True,,pursuer_win,0,8,0,0.0558,,,,
full,hill_climb,random,13,0.15,13150,True,,timeout,0,50,275,1.2525,,,,
full,hill_climb,greedy,13,0.15,13150,True,,timeout,0,50,275,1.2447,,,,
full,hill_climb,beam,13,0.15,13150,True,,pursuer_win,0,8,140,0.7885,,,,
full,hill_climb,astar,13,0.15,13150,True,,pursuer_win,0,8,140,0.8785,,,,
full,beam_search,random,13,0.15,13150,True,,agent_win,1,23,747,4.2721,,,,
full,beam_search,greedy,13,0.15,13150,True,,agent_win,1,25,794,3.1436,,,,
full,beam_search,beam,13,0.15,13150,True,,pursuer_win,0,8,407,2.1069,,,,
full,beam_search,astar,13,0.15,13150,True,,pursuer_win,0,8,407,1.4781,,,,
full,minimax,random,13,0.15,13151,False,,timeout,0,50,14802,25.2255,,,,
full,minimax,greedy,13,0.15,13151,False,,agent_win,1,29,12049,22.3776,,,,
full,minimax,beam,13,0.15,13151,False,,agent_win,1,29,12291,21.5276,,,,
full,minimax,astar,13,0.15,13151,False,,agent_win,1,29,12291,19.5488,,,,
full,alpha_beta,random,13,0.15,13151,False,,timeout,0,50,7345,14.2475,,,,
full,alpha_beta,greedy,13,0.15,13151,False,,agent_win,1,29,5109,9.8099,,,,
full,alpha_beta,beam,13,0.15,13151,False,,agent_win,1,29,5123,10.11,,,,
full,alpha_beta,astar,13,0.15,13151,False,,agent_win,1,29,5123,9.2612,,,,
full,expectimax,random,13,0.15,13151,False,,timeout,0,50,12498,26.7167,,,,
full,expectimax,greedy,13,0.15,13151,False,,timeout,0,50,18755,40.1422,,,,
full,expectimax,beam,13,0.15,13151,False,,agent_win,1,31,12213,32.3466,,,,
full,expectimax,astar,13,0.15,13151,False,,agent_win,1,31,12213,27.4674,,,,
full,lrta,random,13,0.15,13151,False,,agent_win,1,25,0,0.1202,,,,
full,lrta,greedy,13,0.15,13151,False,,pursuer_win,0,7,0,0.0386,,,,
full,lrta,beam,13,0.15,13151,False,,pursuer_win,0,7,0,0.0446,,,,
full,lrta,astar,13,0.15,13151,False,,pursuer_win,0,7,0,0.0414,,,,
full,hill_climb,random,13,0.15,13151,False,,timeout,0,50,237,0.9662,,,,
full,hill_climb,greedy,13,0.15,13151,False,,pursuer_win,0,7,112,0.4374,,,,
full,hill_climb,beam,13,0.15,13151,False,,pursuer_win,0,7,112,0.4423,,,,
full,hill_climb,astar,13,0.15,13151,False,,pursuer_win,0,7,112,0.4413,,,,
full,beam_search,random,13,0.15,13151,False,,agent_win,1,23,649,2.4699,,,,
full,beam_search,greedy,13,0.15,13151,False,,pursuer_win,0,7,313,1.1423,,,,
full,beam_search,beam,13,0.15,13151,False,,pursuer_win,0,7,313,1.092,,,,
full,beam_search,astar,13,0.15,13151,False,,pursuer_win,0,7,313,1.3149,,,,
full,minimax,random,13,0.15,13151,True,,timeout,0,50,14171,22.9521,,,,
full,minimax,greedy,13,0.15,13151,True,,agent_win,1,29,12867,21.328,,,,
full,minimax,beam,13,0.15,13151,True,,agent_win,1,29,13211,22.0908,,,,
full,minimax,astar,13,0.15,13151,True,,agent_win,1,29,13211,21.9256,,,,
full,alpha_beta,random,13,0.15,13151,True,,timeout,0,50,6939,13.319,,,,
full,alpha_beta,greedy,13,0.15,13151,True,,agent_win,1,29,5402,10.8763,,,,
full,alpha_beta,beam,13,0.15,13151,True,,agent_win,1,29,5395,10.5185,,,,
full,alpha_beta,astar,13,0.15,13151,True,,agent_win,1,29,5395,10.5053,,,,
full,expectimax,random,13,0.15,13151,True,,timeout,0,50,14171,31.2698,,,,
full,expectimax,greedy,13,0.15,13151,True,,timeout,0,50,21633,48.6147,,,,
full,expectimax,beam,13,0.15,13151,True,,timeout,0,50,21262,45.9455,,,,
full,expectimax,astar,13,0.15,13151,True,,timeout,0,50,21262,45.754,,,,
full,lrta,random,13,0.15,13151,True,,agent_win,1,29,0,0.1525,,,,
full,lrta,greedy,13,0.15,13151,True,,pursuer_win,0,7,0,0.0376,,,,
full,lrta,beam,13,0.15,13151,True,,pursuer_win,0,7,0,0.0446,,,,
full,lrta,astar,13,0.15,13151,True,,pursuer_win,0,7,0,0.0437,,,,
full,hill_climb,random,13,0.15,13151,True,,timeout,0,50,237,0.9922,,,,
full,hill_climb,greedy,13,0.15,13151,True,,pursuer_win,0,7,112,0.4747,,,,
full,hill_climb,beam,13,0.15,13151,True,,pursuer_win,0,7,112,0.4967,,,,
full,hill_climb,astar,13,0.15,13151,True,,pursuer_win,0,7,112,0.5164,,,,
full,beam_search,random,13,0.15,13151,True,,agent_win,1,27,730,2.7864,,,,
full,beam_search,greedy,13,0.15,13151,True,,pursuer_win,0,7,313,1.2737,,,,
full,beam_search,beam,13,0.15,13151,True,,pursuer_win,0,7,313,1.2504,,,,
full,beam_search,astar,13,0.15,13151,True,,pursuer_win,0,7,313,1.2093,,,,
full,minimax,random,13,0.25,13250,False,,timeout,0,50,14389,24.8399,,,,
full,minimax,greedy,13,0.25,13250,False,,timeout,0,50,10530,18.3765,,,,
full,minimax,beam,13,0.25,13250,False,,timeout,0,50,10530,17.8083,,,,
full,minimax,astar,13,0.25,13250,False,,timeout,0,50,10530,17.2219,,,,
full,alpha_beta,random,13,0.25,13250,False,,timeout,0,50,6496,12.0519,,,,
full,alpha_beta,greedy,13,0.25,13250,False,,timeout,0,50,5735,11.6522,,,,
full,alpha_beta,beam,13,0.25,13250,False,,timeout,0,50,5735,11.1147,,,,
full,alpha_beta,astar,13,0.25,13250,False,,timeout,0,50,5735,11.1419,,,,
full,expectimax,random,13,0.25,13250,False,,timeout,0,50,10547,22.6297,,,,
full,expectimax,greedy,13,0.25,13250,False,,timeout,0,50,7422,17.9963,,,,
full,expectimax,beam,13,0.25,13250,False,,timeout,0,50,7422,17.0877,,,,
full,expectimax,astar,13,0.25,13250,False,,timeout,0,50,7422,17.0954,,,,
full,lrta,random,13,0.25,13250,False,,agent_win,1,23,0,0.1116,,,,
full,lrta,greedy,13,0.25,13250,False,,agent_win,1,23,0,0.1041,,,,
full,lrta,beam,13,0.25,13250,False,,agent_win,1,23,0,0.1168,,,,
full,lrta,astar,13,0.25,13250,False,,agent_win,1,23,0,0.1177,,,,
full,hill_climb,random,13,0.25,13250,False,,agent_win,1,23,300,1.2311,,,,
full,hill_climb,greedy,13,0.25,13250,False,,agent_win,1,23,300,1.2659,,,,
full,hill_climb,beam,13,0.25,13250,False,,agent_win,1,23,300,1.2653,,,,
full,hill_climb,astar,13,0.25,13250,False,,agent_win,1,23,300,1.2072,,,,
full,beam_search,random,13,0.25,13250,False,,agent_win,1,23,652,2.3992,,,,
full,beam_search,greedy,13,0.25,13250,False,,agent_win,1,23,652,2.3641,,,,
full,beam_search,beam,13,0.25,13250,False,,agent_win,1,23,652,2.5287,,,,
full,beam_search,astar,13,0.25,13250,False,,agent_win,1,23,652,2.5084,,,,
full,minimax,random,13,0.25,13250,True,,timeout,0,50,10660,17.6794,,,,
full,minimax,greedy,13,0.25,13250,True,,timeout,0,50,10628,19.1972,,,,
full,minimax,beam,13,0.25,13250,True,,timeout,0,50,10628,18.1301,,,,
full,minimax,astar,13,0.25,13250,True,,timeout,0,50,10628,18.2951,,,,
full,alpha_beta,random,13,0.25,13250,True,,timeout,0,50,5408,11.4641,,,,
full,alpha_beta,greedy,13,0.25,13250,True,,timeout,0,50,5776,11.2057,,,,
full,alpha_beta,beam,13,0.25,13250,True,,timeout,0,50,5776,12.0951,,,,
full,alpha_beta,astar,13,0.25,13250,True,,timeout,0,50,5776,12.5223,,,,
full,expectimax,random,13,0.25,13250,True,,timeout,0,50,10787,23.4383,,,,
